Empresa,Unidad,Anio,Produccion
Las Cenizas,Miles TM,2008,9.586
Chuquicamata,Miles TM,2009,574.0
Radomiro Tomic,Miles TM,2009,300.7
Ministro Hales,Miles TM,2009,0.0
Salvador,Miles TM,2009,65.5
Andina,Miles TM,2009,209.7
El Teniente,Miles TM,2009,404.1
Gaby,Miles TM,2009,148.0
Escondida,Miles TM,2009,1103.7
Collahuasi,Miles TM,2009,535.9
Los Pelambres,Miles TM,2009,322.6
Anglo American Sur,Miles TM,2009,276.90000000000003
El Abra,Miles TM,2009,164.1
Candelaria,Miles TM,2009,134.20000000000002
Mantos Copper,Miles TM,2009,151.6
Zaldívar,Miles TM,2009,136.99999999999997
Cerro Colorado,Miles TM,2009,93.7
Centinela (Oxidos),Miles TM,2009,90.2
Quebrada Blanca,Miles TM,2009,87.39999999999999
Lomas Bayas,Miles TM,2009,73.1
Michilla,Miles TM,2009,40.6
Spence,Miles TM,2009,162.3
Centinela (Súlfuros),Miles TM,2009,0.0
Caserones,Miles TM,2009,0.0
Sierra Gorda,Miles TM,2009,0.0
Antucoya,Miles TM,2009,0.0
Andacollo,Miles TM,2009,17.916
Punta del Cobre,Miles TM,2009,33.541999999999994
Las Cenizas,Miles TM,2009,2.68479
Chuquicamata,Miles TM,2010,528.4
Radomiro Tomic,Miles TM,2010,375.3
Ministro Hales,Miles TM,2010,0.0
Salvador,Miles TM,2010,76.19999999999999
Andina,Miles TM,2010,188.5
El Teniente,Miles TM,2010,403.6
Gaby,Miles TM,2010,117.1
Escondida,Miles TM,2010,1086.7
Collahuasi,Miles TM,2010,504.0000000000001
Los Pelambres,Miles TM,2010,398.0
Anglo American Sur,Miles TM,2010,257.7
El Abra,Miles TM,2010,145.2
Candelaria,Miles TM,2010,136.4
Mantos Copper,Miles TM,2010,139.6
Zaldívar,Miles TM,2010,144.39999999999998
Cerro Colorado,Miles TM,2010,88.99999999999999
Centinela (Oxidos),Miles TM,2010,95.29999999999998
Quebrada Blanca,Miles TM,2010,86.2
Lomas Bayas,Miles TM,2010,71.8
Michilla,Miles TM,2010,41.2
Spence,Miles TM,2010,178.1
Centinela (Súlfuros),Miles TM,2010,0.0
Caserones,Miles TM,2010,0.0
Sierra Gorda,Miles TM,2010,0.0
Antucoya,Miles TM,2010,0.0
Andacollo,Miles TM,2010,45.102
Punta del Cobre,Miles TM,2010,33.021
Las Cenizas,Miles TM,2010,2.1594
Chuquicamata,Miles TM,2011,443.4
Radomiro Tomic,Miles TM,2011,470.1
Ministro Hales,Miles TM,2011,0.0
Salvador,Miles TM,2011,68.99999999999999
Andina,Miles TM,2011,234.39999999999995
El Teniente,Miles TM,2011,400.2999999999999
Gaby,Miles TM,2011,118.0
Escondida,Miles TM,2011,817.7
Collahuasi,Miles TM,2011,453.3
Los Pelambres,Miles TM,2011,426.1
Anglo American Sur,Miles TM,2011,264.0
El Abra,Miles TM,2011,123.4
Candelaria,Miles TM,2011,148.4
Mantos Copper,Miles TM,2011,130.89999999999998
Zaldívar,Miles TM,2011,132.3
Cerro Colorado,Miles TM,2011,94.3
Centinela (Oxidos),Miles TM,2011,97.1
Quebrada Blanca,Miles TM,2011,63.400000000000006
Lomas Bayas,Miles TM,2011,73.60000000000001
Michilla,Miles TM,2011,41.6
Spence,Miles TM,2011,181.0
Centinela (Súlfuros),Miles TM,2011,96.6
Caserones,Miles TM,2011,0.0
Sierra Gorda,Miles TM,2011,0.0
Antucoya,Miles TM,2011,0.0
Andacollo,Miles TM,2011,72.31700000000001
Punta del Cobre,Miles TM,2011,30.712000000000003
Las Cenizas,Miles TM,2011,1.414
Chuquicamata,Miles TM,2012,355.9
Radomiro Tomic,Miles TM,2012,427.8
Ministro Hales,Miles TM,2012,0.0
Salvador,Miles TM,2012,62.7
Andina,Miles TM,2012,249.90000000000003
El Teniente,Miles TM,2012,417.2
Gaby,Miles TM,2012,132.99999999999997
Escondida,Miles TM,2012,1075.9
Collahuasi,Miles TM,2012,282.1
Los Pelambres,Miles TM,2012,417.7000000000001
Anglo American Sur,Miles TM,2012,416.6
El Abra,Miles TM,2012,153.7
Candelaria,Miles TM,2012,122.79999999999998
Mantos Copper,Miles TM,2012,115.0
Zaldívar,Miles TM,2012,131.10000000000002
Cerro Colorado,Miles TM,2012,73.1
Centinela (Oxidos),Miles TM,2012,105.0
Quebrada Blanca,Miles TM,2012,62.39999999999999
Lomas Bayas,Miles TM,2012,73.3
Michilla,Miles TM,2012,37.7
Spence,Miles TM,2012,166.70000000000002
Centinela (Súlfuros),Miles TM,2012,173.20000000000002
Caserones,Miles TM,2012,0.0
Sierra Gorda,Miles TM,2012,0.0
Antucoya,Miles TM,2012,0.0
Andacollo,Miles TM,2012,79.8
Punta del Cobre,Miles TM,2012,33.68
Las Cenizas,Miles TM,2012,4.578
Chuquicamata,Miles TM,2013,339.0
Radomiro Tomic,Miles TM,2013,379.6
Ministro Hales,Miles TM,2013,33.5
Salvador,Miles TM,2013,54.3
Andina,Miles TM,2013,236.7
El Teniente,Miles TM,2013,450.4
Gaby,Miles TM,2013,128.20000000000002
Escondida,Miles TM,2013,1193.7
Collahuasi,Miles TM,2013,444.49999999999994
Los Pelambres,Miles TM,2013,419.2000000000001
Anglo American Sur,Miles TM,2013,467.3
El Abra,Miles TM,2013,155.6
Candelaria,Miles TM,2013,167.99999999999997
Mantos Copper,Miles TM,2013,111.3
Zaldívar,Miles TM,2013,126.5
Cerro Colorado,Miles TM,2013,73.60000000000001
Centinela (Oxidos),Miles TM,2013,102.6
Quebrada Blanca,Miles TM,2013,56.2
Lomas Bayas,Miles TM,2013,74.19999999999999
Michilla,Miles TM,2013,38.3
Spence,Miles TM,2013,151.6
Centinela (Súlfuros),Miles TM,2013,177.1
Caserones,Miles TM,2013,16.2
Sierra Gorda,Miles TM,2013,0.0
Antucoya,Miles TM,2013,0.0
Andacollo,Miles TM,2013,81.10000000000001
Punta del Cobre,Miles TM,2013,39.404
Las Cenizas,Miles TM,2013,8.737
Chuquicamata,Miles TM,2014,340.4
Radomiro Tomic,Miles TM,2014,327.3
Ministro Hales,Miles TM,2014,141.20000000000002
Salvador,Miles TM,2014,53.99999999999999
Andina,Miles TM,2014,232.40000000000003
El Teniente,Miles TM,2014,455.5
Gaby,Miles TM,2014,121.0
Escondida,Miles TM,2014,1165.4
Collahuasi,Miles TM,2014,470.4
Los Pelambres,Miles TM,2014,404.6
Anglo American Sur,Miles TM,2014,436.8999999999999
El Abra,Miles TM,2014,166.40000000000003
Candelaria,Miles TM,2014,134.70000000000002
Mantos Copper,Miles TM,2014,104.2
Zaldívar,Miles TM,2014,100.59999999999998
Cerro Colorado,Miles TM,2014,79.6
Centinela (Oxidos),Miles TM,2014,93.8
Quebrada Blanca,Miles TM,2014,48.099999999999994
Lomas Bayas,Miles TM,2014,66.4
Michilla,Miles TM,2014,47.00000000000001
Spence,Miles TM,2014,176.1
Centinela (Súlfuros),Miles TM,2014,180.69999999999996
Caserones,Miles TM,2014,44.6
Sierra Gorda,Miles TM,2014,12.7
Antucoya,Miles TM,2014,0.0
Andacollo,Miles TM,2014,71.8
Punta del Cobre,Miles TM,2014,38.12
Las Cenizas,Miles TM,2014,4.842
Chuquicamata,Miles TM,2015,308.6
Radomiro Tomic,Miles TM,2015,315.7
Ministro Hales,Miles TM,2015,238.3
Salvador,Miles TM,2015,48.6
Andina,Miles TM,2015,224.29999999999995
El Teniente,Miles TM,2015,471.2000000000001
Gaby,Miles TM,2015,125.0
Escondida,Miles TM,2015,1152.5
Collahuasi,Miles TM,2015,455.3
Los Pelambres,Miles TM,2015,375.80000000000007
Anglo American Sur,Miles TM,2015,437.7999999999999
El Abra,Miles TM,2015,147.2
Candelaria,Miles TM,2015,150.2
Mantos Copper,Miles TM,2015,106.3
Zaldívar,Miles TM,2015,103.4
Cerro Colorado,Miles TM,2015,74.39999999999999
Centinela (Oxidos),Miles TM,2015,75.9
Quebrada Blanca,Miles TM,2015,39.1
Lomas Bayas,Miles TM,2015,70.6
Michilla,Miles TM,2015,29.4
Spence,Miles TM,2015,175.6
Centinela (Súlfuros),Miles TM,2015,145.20000000000002
Caserones,Miles TM,2015,74.89999999999999
Sierra Gorda,Miles TM,2015,87.9
Antucoya,Miles TM,2015,12.2
Andacollo,Miles TM,2015,73.00000000000001
Punta del Cobre,Miles TM,2015,39.613
Las Cenizas,Miles TM,2015,8.971
Chuquicamata,Miles TM,2016,302.0
Radomiro Tomic,Miles TM,2016,318.3
Ministro Hales,Miles TM,2016,237.0
Salvador,Miles TM,2016,59.8
Andina,Miles TM,2016,193.4
El Teniente,Miles TM,2016,475.2999999999999
Gaby,Miles TM,2016,121.70000000000002
Escondida,Miles TM,2016,1002.0
Collahuasi,Miles TM,2016,506.5
Los Pelambres,Miles TM,2016,367.7999999999999
Anglo American Sur,Miles TM,2016,354.2
El Abra,Miles TM,2016,99.9
Candelaria,Miles TM,2016,135.39999999999998
Mantos Copper,Miles TM,2016,99.1
Zaldívar,Miles TM,2016,103.4
Cerro Colorado,Miles TM,2016,74.0
Centinela (Oxidos),Miles TM,2016,55.8
Quebrada Blanca,Miles TM,2016,34.7
Lomas Bayas,Miles TM,2016,80.1
Michilla,Miles TM,2016,0.0
Spence,Miles TM,2016,167.4
Centinela (Súlfuros),Miles TM,2016,180.4
Caserones,Miles TM,2016,117.3
Sierra Gorda,Miles TM,2016,98.09999999999998
Antucoya,Miles TM,2016,66.2
Andacollo,Miles TM,2016,73.19999999999999
Punta del Cobre,Miles TM,2016,39.077
Las Cenizas,Miles TM,2016,6.9879999999999995
Chuquicamata,Miles TM,2017,330.9
Radomiro Tomic,Miles TM,2017,318.9
Ministro Hales,Miles TM,2017,215.1
Salvador,Miles TM,2017,62.0
Andina,Miles TM,2017,220.00000000000003
El Teniente,Miles TM,2017,464.3
Gaby,Miles TM,2017,122.7
Escondida,Miles TM,2017,925.4
Collahuasi,Miles TM,2017,524.0
Los Pelambres,Miles TM,2017,356.30000000000007
Anglo American Sur,Miles TM,2017,348.69999999999993
El Abra,Miles TM,2017,78.4
Candelaria,Miles TM,2017,150.30000000000004
Mantos Copper,Miles TM,2017,87.80000000000001
Zaldívar,Miles TM,2017,103.29999999999998
Cerro Colorado,Miles TM,2017,66.19999999999999
Centinela (Oxidos),Miles TM,2017,64.5
Quebrada Blanca,Miles TM,2017,23.399999999999995
Lomas Bayas,Miles TM,2017,78.0
Michilla,Miles TM,2017,0.0
Spence,Miles TM,2017,198.59999999999997
Centinela (Súlfuros),Miles TM,2017,163.8
Caserones,Miles TM,2017,122.8
Sierra Gorda,Miles TM,2017,101.7
Antucoya,Miles TM,2017,80.50000000000001
Andacollo,Miles TM,2017,76.0
Punta del Cobre,Miles TM,2017,37.492999999999995
Las Cenizas,Miles TM,2017,9.592
Chuquicamata,Miles TM,2018,320.7
Radomiro Tomic,Miles TM,2018,332.70000000000005
Ministro Hales,Miles TM,2018,195.49999999999997
Salvador,Miles TM,2018,60.8
Andina,Miles TM,2018,195.5
El Teniente,Miles TM,2018,465.0
Gaby,Miles TM,2018,107.3
Escondida,Miles TM,2018,1242.7
Collahuasi,Miles TM,2018,559.1999999999999
Los Pelambres,Miles TM,2018,370.50000000000006
Anglo American Sur,Miles TM,2018,422.2000000000001
El Abra,Miles TM,2018,91.3
Candelaria,Miles TM,2018,101.7
Mantos Copper,Miles TM,2018,83.5
Zaldívar,Miles TM,2018,94.5
Cerro Colorado,Miles TM,2018,66.19999999999999
Centinela (Oxidos),Miles TM,2018,92.6
Quebrada Blanca,Miles TM,2018,25.5
Lomas Bayas,Miles TM,2018,72.69999999999999
Michilla,Miles TM,2018,0.0
Spence,Miles TM,2018,176.4
Centinela (Súlfuros),Miles TM,2018,155.4
Caserones,Miles TM,2018,136.5
Sierra Gorda,Miles TM,2018,101.9
Antucoya,Miles TM,2018,72.2
Andacollo,Miles TM,2018,67.2
Punta del Cobre,Miles TM,2018,40.56
Las Cenizas,Miles TM,2018,5.619999999999998
Chuquicamata,Miles TM,2019,385.3
Radomiro Tomic,Miles TM,2019,266.4
Ministro Hales,Miles TM,2019,151.79999999999998
Salvador,Miles TM,2019,50.599999999999994
Andina,Miles TM,2019,170.29999999999998
El Teniente,Miles TM,2019,459.7
Gaby,Miles TM,2019,104.1
Escondida,Miles TM,2019,1187.8
Collahuasi,Miles TM,2019,565.4
Los Pelambres,Miles TM,2019,375.8999999999999
Anglo American Sur,Miles TM,2019,389.2000000000001
El Abra,Miles TM,2019,81.9
Candelaria,Miles TM,2019,111.4
Mantos Copper,Miles TM,2019,86.3
Zaldívar,Miles TM,2019,116.1
Cerro Colorado,Miles TM,2019,71.7
Centinela (Oxidos),Miles TM,2019,81.10000000000001
Quebrada Blanca,Miles TM,2019,21.1
Lomas Bayas,Miles TM,2019,78.9
Michilla,Miles TM,2019,12.499999999999998
Spence,Miles TM,2019,193.4
Centinela (Súlfuros),Miles TM,2019,195.5
Caserones,Miles TM,2019,145.5
Sierra Gorda,Miles TM,2019,114.0
Antucoya,Miles TM,2019,71.9
Andacollo,Miles TM,2019,54.000000000000014
Punta del Cobre,Miles TM,2019,42.38
Las Cenizas,Miles TM,2019,2.66
Chuquicamata,Miles TM,2020,400.7
Radomiro Tomic,Miles TM,2020,260.6
Ministro Hales,Miles TM,2020,170.60000000000002
Salvador,Miles TM,2020,56.3
Andina,Miles TM,2020,184.5
El Teniente,Miles TM,2020,443.1999999999999
Gaby,Miles TM,2020,102.1
Escondida,Miles TM,2020,1187.3
Collahuasi,Miles TM,2020,629.1000000000001
Los Pelambres,Miles TM,2020,372.1
Anglo American Sur,Miles TM,2020,370.5
El Abra,Miles TM,2020,71.89999999999999
Candelaria,Miles TM,2020,94.79999999999998
Mantos Copper,Miles TM,2020,78.60000000000001
Zaldívar,Miles TM,2020,96.5
Cerro Colorado,Miles TM,2020,68.9
Centinela (Oxidos),Miles TM,2020,93.3
Quebrada Blanca,Miles TM,2020,13.4
Lomas Bayas,Miles TM,2020,73.9
Michilla,Miles TM,2020,19.5
Spence,Miles TM,2020,146.7
Centinela (Súlfuros),Miles TM,2020,153.5
Caserones,Miles TM,2020,126.40000000000002
Sierra Gorda,Miles TM,2020,156.10000000000002
Antucoya,Miles TM,2020,79.3
Andacollo,Miles TM,2020,57.39999999999999
Punta del Cobre,Miles TM,2020,45.03084258
Las Cenizas,Miles TM,2020,3.3989999999999996
Chuquicamata,Miles TM,2021,319.28
Radomiro Tomic,Miles TM,2021,326.457
Ministro Hales,Miles TM,2021,181.705
Salvador,Miles TM,2021,52.885
Andina,Miles TM,2021,177.215
El Teniente,Miles TM,2021,459.818
Gaby,Miles TM,2021,100.909
Escondida,Miles TM,2021,1011.327
Collahuasi,Miles TM,2021,630.041
Los Pelambres,Miles TM,2021,336.338
Anglo American Sur,Miles TM,2021,369.982
El Abra,Miles TM,2021,72.654
Candelaria,Miles TM,2021,118.626
Mantos Copper,Miles TM,2021,94.718
Zaldívar,Miles TM,2021,86.92
Cerro Colorado,Miles TM,2021,57.438
Centinela (Oxidos),Miles TM,2021,88.843
Quebrada Blanca,Miles TM,2021,11.504
Lomas Bayas,Miles TM,2021,64.281
Michilla,Miles TM,2021,21.228202999999997
Spence,Miles TM,2021,203.033
Centinela (Súlfuros),Miles TM,2021,185.352
Caserones,Miles TM,2021,109.675
Sierra Gorda,Miles TM,2021,198.218
Antucoya,Miles TM,2021,78.578
Andacollo,Miles TM,2021,44.779
Punta del Cobre,Miles TM,2021,39.226
Las Cenizas,Miles TM,2021,8.017
Chuquicamata,Miles TM,2022,268.349
Radomiro Tomic,Miles TM,2022,301.063
Ministro Hales,Miles TM,2022,152.167
Salvador,Miles TM,2022,32.099999999999994
Andina,Miles TM,2022,176.99999999999997
El Teniente,Miles TM,2022,405.2999999999999
Gaby,Miles TM,2022,109.5
Escondida,Miles TM,2022,1054.271
Collahuasi,Miles TM,2022,570.702
Los Pelambres,Miles TM,2022,284.133
Anglo American Sur,Miles TM,2022,311.036
El Abra,Miles TM,2022,91.649
Candelaria,Miles TM,2022,126.382
Mantos Copper,Miles TM,2022,98.031
Zaldívar,Miles TM,2022,88.909
Cerro Colorado,Miles TM,2022,51.262
Centinela (Oxidos),Miles TM,2022,98.201
Quebrada Blanca,Miles TM,2022,9.595
Lomas Bayas,Miles TM,2022,72.465
Michilla,Miles TM,2022,16.008939
Spence,Miles TM,2022,245.477
Centinela (Súlfuros),Miles TM,2022,149.305
Caserones,Miles TM,2022,124.13
Sierra Gorda,Miles TM,2022,172.683
Antucoya,Miles TM,2022,79.233
Andacollo,Miles TM,2022,39.468
Punta del Cobre,Miles TM,2022,37.33565824625007
Las Cenizas,Miles TM,2022,10.79098
Chuquicamata,Miles TM,2023,248.496
Radomiro Tomic,Miles TM,2023,314.806
Ministro Hales,Miles TM,2023,126.01
Salvador,Miles TM,2023,13.0
Andina,Miles TM,2023,164.54399999999998
El Teniente,Miles TM,2023,351.874
Gaby,Miles TM,2023,105.825
Escondida,Miles TM,2023,1101.361
Collahuasi,Miles TM,2023,573.182
Los Pelambres,Miles TM,2023,310.563
Anglo American Sur,Miles TM,2023,255.042
El Abra,Miles TM,2023,98.412878
Candelaria,Miles TM,2023,130.91899999999998
Mantos Copper,Miles TM,2023,85.512
Zaldívar,Miles TM,2023,80.91499999999999
Cerro Colorado,Miles TM,2023,35.354
Centinela (Oxidos),Miles TM,2023,79.290387
Quebrada Blanca,Miles TM,2023,64.31712499999999
Lomas Bayas,Miles TM,2023,65.805
Michilla,Miles TM,2023,19.067011
Spence,Miles TM,2023,249.04299999999995
Centinela (Súlfuros),Miles TM,2023,162.6809796457114
Caserones,Miles TM,2023,137.148
Sierra Gorda,Miles TM,2023,150.235
Antucoya,Miles TM,2023,77.841
Andacollo,Miles TM,2023,39.607
Punta del Cobre,Miles TM,2023,37.04032415983561
Las Cenizas,Miles TM,2023,11.886863121044978
Chuquicamata,Miles TM,2024,289.01300000000003
Radomiro Tomic,Miles TM,2024,270.479
Ministro Hales,Miles TM,2024,122.208
Salvador,Miles TM,2024,5.673
Andina,Miles TM,2024,181.609
El Teniente,Miles TM,2024,356.37300000000005
Gaby,Miles TM,2024,103.075
Escondida,Miles TM,2024,1277.539311
Collahuasi,Miles TM,2024,558.611
Los Pelambres,Miles TM,2024,331.22799999999995
Anglo American Sur,Miles TM,2024,220.615
El Abra,Miles TM,2024,99.097
Candelaria,Miles TM,2024,142.066
Mantos Copper,Miles TM,2024,102.27664868240932
Zaldívar,Miles TM,2024,82.84596187731034
Cerro Colorado,Miles TM,2024,0.0
Centinela (Oxidos),Miles TM,2024,102.003
Quebrada Blanca,Miles TM,2024,207.768
Lomas Bayas,Miles TM,2024,74.393
Michilla,Miles TM,2024,19.913000000000004
Spence,Miles TM,2024,255.586
Centinela (Súlfuros),Miles TM,2024,121.839
Caserones,Miles TM,2024,124.612
Sierra Gorda,Miles TM,2024,154.55900000000003
Antucoya,Miles TM,2024,80.379
Andacollo,Miles TM,2024,39.745
Punta del Cobre,Miles TM,2024,39.192
Las Cenizas,Miles TM,2024,32.077999999999996
