ML,Stat,α_sm_s,α_sm_l,α_sm_mid,α_lc,MAPE,Skill,WR,WR_Focus,M50,Label
LGB+RF,RollingMean,0.6,0.5,0.55,0.3,20.79,23.05,64.5,65.6,25,LGB+RF+RollingMean SM=0.6/0.5 LC=0.3
LGB+RF,RollingMean,0.6,0.5,0.55,0.4,20.65,23.84,64.6,65.4,25,LGB+RF+RollingMean SM=0.6/0.5 LC=0.4
LGB+RF,RollingMean,0.6,0.5,0.55,0.5,20.59,24.0,64.9,65.6,24,LGB+RF+RollingMean SM=0.6/0.5 LC=0.5
LGB+RF,RollingMean,0.6,0.5,0.55,0.6,20.63,23.52,64.1,65.2,23,LGB+RF+RollingMean SM=0.6/0.5 LC=0.6
LGB+RF,RollingMean,0.6,0.5,0.55,0.7,20.73,22.58,63.0,64.0,23,LGB+RF+RollingMean SM=0.6/0.5 LC=0.7
LGB+RF,RollingMean,0.6,0.6,0.6,0.2,20.85,21.68,64.5,65.4,25,LGB+RF+RollingMean SM=0.6/0.6 LC=0.2
LGB+RF,RollingMean,0.6,0.6,0.6,0.3,20.59,23.15,64.7,65.4,25,LGB+RF+RollingMean SM=0.6/0.6 LC=0.3
LGB+RF,RollingMean,0.6,0.6,0.6,0.4,20.44,23.93,64.8,65.2,25,LGB+RF+RollingMean SM=0.6/0.6 LC=0.4
LGB+RF,RollingMean,0.6,0.6,0.6,0.5,20.39,24.1,65.0,65.4,24,LGB+RF+RollingMean SM=0.6/0.6 LC=0.5
LGB+RF,RollingMean,0.6,0.6,0.6,0.6,20.43,23.62,64.3,65.0,23,LGB+RF+RollingMean SM=0.6/0.6 LC=0.6
LGB+RF,RollingMean,0.6,0.6,0.6,0.7,20.53,22.68,63.2,63.8,23,LGB+RF+RollingMean SM=0.6/0.6 LC=0.7
LGB+RF,RollingMean,0.6,0.7,0.65,0.2,20.72,21.66,64.0,64.8,24,LGB+RF+RollingMean SM=0.6/0.7 LC=0.2
LGB+RF,RollingMean,0.6,0.7,0.65,0.3,20.46,23.13,64.3,64.8,24,LGB+RF+RollingMean SM=0.6/0.7 LC=0.3
LGB+RF,RollingMean,0.6,0.7,0.65,0.4,20.31,23.92,64.4,64.6,24,LGB+RF+RollingMean SM=0.6/0.7 LC=0.4
LGB+RF,RollingMean,0.6,0.7,0.65,0.5,20.26,24.09,64.6,64.8,23,LGB+RF+RollingMean SM=0.6/0.7 LC=0.5
LGB+RF,RollingMean,0.6,0.7,0.65,0.6,20.29,23.6,63.9,64.4,22,LGB+RF+RollingMean SM=0.6/0.7 LC=0.6
LGB+RF,RollingMean,0.6,0.7,0.65,0.7,20.39,22.66,62.7,63.2,22,LGB+RF+RollingMean SM=0.6/0.7 LC=0.7
LGB+RF,RollingMean,0.6,0.8,0.7,0.2,20.66,21.5,63.7,64.2,24,LGB+RF+RollingMean SM=0.6/0.8 LC=0.2
LGB+RF,RollingMean,0.6,0.8,0.7,0.3,20.41,22.98,64.0,64.2,24,LGB+RF+RollingMean SM=0.6/0.8 LC=0.3
LGB+RF,RollingMean,0.6,0.8,0.7,0.4,20.26,23.76,64.1,64.0,24,LGB+RF+RollingMean SM=0.6/0.8 LC=0.4
LGB+RF,RollingMean,0.6,0.8,0.7,0.5,20.2,23.93,64.3,64.2,23,LGB+RF+RollingMean SM=0.6/0.8 LC=0.5
LGB+RF,RollingMean,0.6,0.8,0.7,0.6,20.24,23.44,63.6,63.8,22,LGB+RF+RollingMean SM=0.6/0.8 LC=0.6
LGB+RF,RollingMean,0.6,0.8,0.7,0.7,20.34,22.5,62.5,62.6,22,LGB+RF+RollingMean SM=0.6/0.8 LC=0.7
LGB+RF,RollingMean,0.6,0.9,0.75,0.2,20.71,21.21,63.7,63.8,24,LGB+RF+RollingMean SM=0.6/0.9 LC=0.2
LGB+RF,RollingMean,0.6,0.9,0.75,0.3,20.45,22.68,63.9,63.8,24,LGB+RF+RollingMean SM=0.6/0.9 LC=0.3
LGB+RF,RollingMean,0.6,0.9,0.75,0.4,20.3,23.46,64.0,63.6,24,LGB+RF+RollingMean SM=0.6/0.9 LC=0.4
LGB+RF,RollingMean,0.6,0.9,0.75,0.5,20.25,23.63,64.3,63.8,23,LGB+RF+RollingMean SM=0.6/0.9 LC=0.5
LGB+RF,RollingMean,0.6,0.9,0.75,0.6,20.28,23.15,63.5,63.4,22,LGB+RF+RollingMean SM=0.6/0.9 LC=0.6
LGB+RF,RollingMean,0.6,0.9,0.75,0.7,20.38,22.21,62.4,62.1,22,LGB+RF+RollingMean SM=0.6/0.9 LC=0.7
LGB+RF,RollingMean,0.6,1.0,0.8,0.2,20.84,20.82,63.0,62.6,24,LGB+RF+RollingMean SM=0.6/1.0 LC=0.2
LGB+RF,RollingMean,0.6,1.0,0.8,0.3,20.58,22.29,63.2,62.6,24,LGB+RF+RollingMean SM=0.6/1.0 LC=0.3
LGB+RF,RollingMean,0.6,1.0,0.8,0.4,20.43,23.07,63.3,62.3,24,LGB+RF+RollingMean SM=0.6/1.0 LC=0.4
LGB+RF,RollingMean,0.6,1.0,0.8,0.5,20.38,23.24,63.5,62.6,23,LGB+RF+RollingMean SM=0.6/1.0 LC=0.5
LGB+RF,RollingMean,0.6,1.0,0.8,0.6,20.41,22.75,62.8,62.1,22,LGB+RF+RollingMean SM=0.6/1.0 LC=0.6
LGB+RF,RollingMean,0.6,1.0,0.8,0.7,20.51,21.81,61.7,60.9,22,LGB+RF+RollingMean SM=0.6/1.0 LC=0.7
LGB+RF,RollingMean,0.7,0.5,0.6,0.2,21.12,21.49,63.9,65.6,26,LGB+RF+RollingMean SM=0.7/0.5 LC=0.2
LGB+RF,RollingMean,0.7,0.5,0.6,0.3,20.86,22.96,64.1,65.6,26,LGB+RF+RollingMean SM=0.7/0.5 LC=0.3
LGB+RF,RollingMean,0.7,0.5,0.6,0.4,20.71,23.74,64.3,65.4,26,LGB+RF+RollingMean SM=0.7/0.5 LC=0.4
LGB+RF,RollingMean,0.7,0.5,0.6,0.5,20.66,23.91,64.5,65.6,25,LGB+RF+RollingMean SM=0.7/0.5 LC=0.5
LGB+RF,RollingMean,0.7,0.5,0.6,0.6,20.69,23.42,63.7,65.2,24,LGB+RF+RollingMean SM=0.7/0.5 LC=0.6
LGB+RF,RollingMean,0.7,0.5,0.6,0.7,20.79,22.48,62.6,64.0,24,LGB+RF+RollingMean SM=0.7/0.5 LC=0.7
LGB+RF,RollingMean,0.7,0.6,0.65,0.2,20.92,21.58,64.1,65.4,25,LGB+RF+RollingMean SM=0.7/0.6 LC=0.2
LGB+RF,RollingMean,0.7,0.6,0.65,0.3,20.66,23.05,64.3,65.4,25,LGB+RF+RollingMean SM=0.7/0.6 LC=0.3
LGB+RF,RollingMean,0.7,0.6,0.65,0.4,20.51,23.84,64.4,65.2,25,LGB+RF+RollingMean SM=0.7/0.6 LC=0.4
LGB+RF,RollingMean,0.7,0.6,0.65,0.5,20.46,24.01,64.6,65.4,24,LGB+RF+RollingMean SM=0.7/0.6 LC=0.5
LGB+RF,RollingMean,0.7,0.6,0.65,0.6,20.49,23.52,63.9,65.0,23,LGB+RF+RollingMean SM=0.7/0.6 LC=0.6
LGB+RF,RollingMean,0.7,0.6,0.65,0.7,20.59,22.58,62.8,63.8,23,LGB+RF+RollingMean SM=0.7/0.6 LC=0.7
LGB+RF,RollingMean,0.7,0.7,0.7,0.2,20.78,21.57,63.6,64.8,24,LGB+RF+RollingMean SM=0.7/0.7 LC=0.2
LGB+RF,RollingMean,0.7,0.7,0.7,0.3,20.53,23.04,63.9,64.8,24,LGB+RF+RollingMean SM=0.7/0.7 LC=0.3
LGB+RF,RollingMean,0.7,0.7,0.7,0.4,20.38,23.82,64.0,64.6,24,LGB+RF+RollingMean SM=0.7/0.7 LC=0.4
LGB+RF,RollingMean,0.7,0.7,0.7,0.5,20.32,23.99,64.2,64.8,23,LGB+RF+RollingMean SM=0.7/0.7 LC=0.5
LGB+RF,RollingMean,0.7,0.7,0.7,0.6,20.36,23.5,63.5,64.4,22,LGB+RF+RollingMean SM=0.7/0.7 LC=0.6
LGB+RF,RollingMean,0.7,0.7,0.7,0.7,20.46,22.57,62.3,63.2,22,LGB+RF+RollingMean SM=0.7/0.7 LC=0.7
LGB+RF,RollingMean,0.7,0.8,0.75,0.2,20.73,21.41,63.4,64.2,24,LGB+RF+RollingMean SM=0.7/0.8 LC=0.2
LGB+RF,RollingMean,0.7,0.8,0.75,0.3,20.47,22.88,63.6,64.2,24,LGB+RF+RollingMean SM=0.7/0.8 LC=0.3
LGB+RF,RollingMean,0.7,0.8,0.75,0.4,20.33,23.66,63.7,64.0,24,LGB+RF+RollingMean SM=0.7/0.8 LC=0.4
LGB+RF,RollingMean,0.7,0.8,0.75,0.5,20.27,23.83,63.9,64.2,23,LGB+RF+RollingMean SM=0.7/0.8 LC=0.5
LGB+RF,RollingMean,0.7,0.8,0.75,0.6,20.31,23.35,63.2,63.8,22,LGB+RF+RollingMean SM=0.7/0.8 LC=0.6
LGB+RF,RollingMean,0.7,0.8,0.75,0.7,20.41,22.41,62.1,62.6,22,LGB+RF+RollingMean SM=0.7/0.8 LC=0.7
LGB+RF,RollingMean,0.7,0.9,0.8,0.2,20.78,21.11,63.3,63.8,24,LGB+RF+RollingMean SM=0.7/0.9 LC=0.2
LGB+RF,RollingMean,0.7,0.9,0.8,0.3,20.52,22.58,63.5,63.8,24,LGB+RF+RollingMean SM=0.7/0.9 LC=0.3
LGB+RF,RollingMean,0.7,0.9,0.8,0.4,20.37,23.36,63.6,63.6,24,LGB+RF+RollingMean SM=0.7/0.9 LC=0.4
LGB+RF,RollingMean,0.7,0.9,0.8,0.5,20.32,23.53,63.9,63.8,23,LGB+RF+RollingMean SM=0.7/0.9 LC=0.5
LGB+RF,RollingMean,0.7,0.9,0.8,0.6,20.35,23.05,63.1,63.4,22,LGB+RF+RollingMean SM=0.7/0.9 LC=0.6
LGB+RF,RollingMean,0.7,0.9,0.8,0.7,20.45,22.11,62.0,62.1,22,LGB+RF+RollingMean SM=0.7/0.9 LC=0.7
LGB+RF,RollingMean,0.7,1.0,0.85,0.2,20.91,20.72,62.6,62.6,23,LGB+RF+RollingMean SM=0.7/1.0 LC=0.2
LGB+RF,RollingMean,0.7,1.0,0.85,0.3,20.65,22.19,62.8,62.6,23,LGB+RF+RollingMean SM=0.7/1.0 LC=0.3
LGB+RF,RollingMean,0.7,1.0,0.85,0.4,20.5,22.97,62.9,62.3,23,LGB+RF+RollingMean SM=0.7/1.0 LC=0.4
LGB+RF,RollingMean,0.7,1.0,0.85,0.5,20.45,23.14,63.1,62.6,22,LGB+RF+RollingMean SM=0.7/1.0 LC=0.5
LGB+RF,RollingMean,0.7,1.0,0.85,0.6,20.48,22.65,62.4,62.1,21,LGB+RF+RollingMean SM=0.7/1.0 LC=0.6
LGB+RF,RollingMean,0.7,1.0,0.85,0.7,20.58,21.72,61.3,60.9,21,LGB+RF+RollingMean SM=0.7/1.0 LC=0.7
RF+XGB,ARIMA,0.3,0.5,0.4,0.2,21.13,21.15,63.0,64.0,23,RF+XGB+ARIMA SM=0.3/0.5 LC=0.2
RF+XGB,ARIMA,0.3,0.5,0.4,0.3,20.99,22.12,63.1,64.2,23,RF+XGB+ARIMA SM=0.3/0.5 LC=0.3
RF+XGB,ARIMA,0.3,0.5,0.4,0.4,20.91,22.68,62.9,63.4,23,RF+XGB+ARIMA SM=0.3/0.5 LC=0.4
RF+XGB,ARIMA,0.3,0.5,0.4,0.5,20.88,22.72,63.0,63.4,23,RF+XGB+ARIMA SM=0.3/0.5 LC=0.5
RF+XGB,ARIMA,0.3,0.5,0.4,0.6,20.92,22.31,62.2,63.0,22,RF+XGB+ARIMA SM=0.3/0.5 LC=0.6
RF+XGB,ARIMA,0.3,0.5,0.4,0.7,21.0,21.61,61.8,62.6,22,RF+XGB+ARIMA SM=0.3/0.5 LC=0.7
RF+XGB,ARIMA,0.3,0.6,0.45,0.2,20.97,21.21,63.1,64.0,23,RF+XGB+ARIMA SM=0.3/0.6 LC=0.2
RF+XGB,ARIMA,0.3,0.6,0.45,0.3,20.82,22.19,63.2,64.2,23,RF+XGB+ARIMA SM=0.3/0.6 LC=0.3
RF+XGB,ARIMA,0.3,0.6,0.45,0.4,20.74,22.74,63.1,63.4,23,RF+XGB+ARIMA SM=0.3/0.6 LC=0.4
RF+XGB,ARIMA,0.3,0.6,0.45,0.5,20.72,22.78,63.2,63.4,24,RF+XGB+ARIMA SM=0.3/0.6 LC=0.5
RF+XGB,ARIMA,0.3,0.6,0.45,0.6,20.76,22.38,62.4,63.0,23,RF+XGB+ARIMA SM=0.3/0.6 LC=0.6
RF+XGB,ARIMA,0.3,0.6,0.45,0.7,20.84,21.67,62.0,62.6,23,RF+XGB+ARIMA SM=0.3/0.6 LC=0.7
RF+XGB,ARIMA,0.3,0.7,0.5,0.2,20.86,21.19,63.0,63.8,23,RF+XGB+ARIMA SM=0.3/0.7 LC=0.2
RF+XGB,ARIMA,0.3,0.7,0.5,0.3,20.72,22.16,63.1,64.0,23,RF+XGB+ARIMA SM=0.3/0.7 LC=0.3
RF+XGB,ARIMA,0.3,0.7,0.5,0.4,20.63,22.72,62.9,63.2,23,RF+XGB+ARIMA SM=0.3/0.7 LC=0.4
RF+XGB,ARIMA,0.3,0.7,0.5,0.5,20.61,22.76,63.0,63.2,24,RF+XGB+ARIMA SM=0.3/0.7 LC=0.5
RF+XGB,ARIMA,0.3,0.7,0.5,0.6,20.65,22.35,62.2,62.8,23,RF+XGB+ARIMA SM=0.3/0.7 LC=0.6
RF+XGB,ARIMA,0.3,0.7,0.5,0.7,20.73,21.65,61.8,62.3,23,RF+XGB+ARIMA SM=0.3/0.7 LC=0.7
RF+XGB,ARIMA,0.3,0.8,0.55,0.2,20.81,21.05,62.9,63.8,23,RF+XGB+ARIMA SM=0.3/0.8 LC=0.2
RF+XGB,ARIMA,0.3,0.8,0.55,0.3,20.67,22.02,63.0,64.0,23,RF+XGB+ARIMA SM=0.3/0.8 LC=0.3
RF+XGB,ARIMA,0.3,0.8,0.55,0.4,20.58,22.58,62.9,63.2,23,RF+XGB+ARIMA SM=0.3/0.8 LC=0.4
RF+XGB,ARIMA,0.3,0.8,0.55,0.5,20.56,22.62,63.0,63.2,24,RF+XGB+ARIMA SM=0.3/0.8 LC=0.5
RF+XGB,ARIMA,0.3,0.8,0.55,0.6,20.6,22.21,62.2,62.8,23,RF+XGB+ARIMA SM=0.3/0.8 LC=0.6
RF+XGB,ARIMA,0.3,0.8,0.55,0.7,20.68,21.51,61.7,62.3,23,RF+XGB+ARIMA SM=0.3/0.8 LC=0.7
RF+XGB,ARIMA,0.3,0.9,0.6,0.2,20.81,20.84,62.6,63.4,23,RF+XGB+ARIMA SM=0.3/0.9 LC=0.2
RF+XGB,ARIMA,0.3,0.9,0.6,0.3,20.67,21.81,62.7,63.6,23,RF+XGB+ARIMA SM=0.3/0.9 LC=0.3
RF+XGB,ARIMA,0.3,0.9,0.6,0.4,20.58,22.37,62.6,62.8,23,RF+XGB+ARIMA SM=0.3/0.9 LC=0.4
RF+XGB,ARIMA,0.3,0.9,0.6,0.5,20.56,22.41,62.7,62.8,23,RF+XGB+ARIMA SM=0.3/0.9 LC=0.5
RF+XGB,ARIMA,0.3,0.9,0.6,0.6,20.6,22.0,61.9,62.3,22,RF+XGB+ARIMA SM=0.3/0.9 LC=0.6
RF+XGB,ARIMA,0.3,0.9,0.6,0.7,20.68,21.3,61.4,61.9,23,RF+XGB+ARIMA SM=0.3/0.9 LC=0.7
RF+XGB,ARIMA,0.3,1.0,0.65,0.2,20.87,20.56,62.6,63.2,23,RF+XGB+ARIMA SM=0.3/1.0 LC=0.2
RF+XGB,ARIMA,0.3,1.0,0.65,0.3,20.73,21.53,62.7,63.4,23,RF+XGB+ARIMA SM=0.3/1.0 LC=0.3
RF+XGB,ARIMA,0.3,1.0,0.65,0.4,20.64,22.09,62.6,62.6,23,RF+XGB+ARIMA SM=0.3/1.0 LC=0.4
RF+XGB,ARIMA,0.3,1.0,0.65,0.5,20.62,22.13,62.7,62.6,24,RF+XGB+ARIMA SM=0.3/1.0 LC=0.5
RF+XGB,ARIMA,0.3,1.0,0.65,0.6,20.66,21.72,61.9,62.1,23,RF+XGB+ARIMA SM=0.3/1.0 LC=0.6
RF+XGB,ARIMA,0.3,1.0,0.65,0.7,20.74,21.02,61.4,61.7,23,RF+XGB+ARIMA SM=0.3/1.0 LC=0.7
RF+XGB,ARIMA,0.4,0.5,0.45,0.2,21.17,21.12,63.0,64.0,23,RF+XGB+ARIMA SM=0.4/0.5 LC=0.2
RF+XGB,ARIMA,0.4,0.5,0.45,0.3,21.03,22.09,63.1,64.2,23,RF+XGB+ARIMA SM=0.4/0.5 LC=0.3
RF+XGB,ARIMA,0.4,0.5,0.45,0.4,20.94,22.64,63.0,63.4,23,RF+XGB+ARIMA SM=0.4/0.5 LC=0.4
RF+XGB,ARIMA,0.4,0.5,0.45,0.5,20.92,22.69,63.1,63.4,23,RF+XGB+ARIMA SM=0.4/0.5 LC=0.5
RF+XGB,ARIMA,0.4,0.5,0.45,0.6,20.96,22.28,62.3,63.0,22,RF+XGB+ARIMA SM=0.4/0.5 LC=0.6
RF+XGB,ARIMA,0.4,0.5,0.45,0.7,21.04,21.58,61.8,62.6,22,RF+XGB+ARIMA SM=0.4/0.5 LC=0.7
RF+XGB,ARIMA,0.4,0.6,0.5,0.2,21.01,21.18,63.2,64.0,23,RF+XGB+ARIMA SM=0.4/0.6 LC=0.2
RF+XGB,ARIMA,0.4,0.6,0.5,0.3,20.86,22.15,63.3,64.2,23,RF+XGB+ARIMA SM=0.4/0.6 LC=0.3
RF+XGB,ARIMA,0.4,0.6,0.5,0.4,20.78,22.71,63.1,63.4,23,RF+XGB+ARIMA SM=0.4/0.6 LC=0.4
RF+XGB,ARIMA,0.4,0.6,0.5,0.5,20.76,22.75,63.2,63.4,24,RF+XGB+ARIMA SM=0.4/0.6 LC=0.5
RF+XGB,ARIMA,0.4,0.6,0.5,0.6,20.8,22.34,62.5,63.0,23,RF+XGB+ARIMA SM=0.4/0.6 LC=0.6
RF+XGB,ARIMA,0.4,0.6,0.5,0.7,20.88,21.64,62.0,62.6,23,RF+XGB+ARIMA SM=0.4/0.6 LC=0.7
RF+XGB,ARIMA,0.4,0.7,0.55,0.2,20.9,21.15,63.0,63.8,23,RF+XGB+ARIMA SM=0.4/0.7 LC=0.2
RF+XGB,ARIMA,0.4,0.7,0.55,0.3,20.76,22.12,63.1,64.0,23,RF+XGB+ARIMA SM=0.4/0.7 LC=0.3
RF+XGB,ARIMA,0.4,0.7,0.55,0.4,20.68,22.68,62.9,63.2,23,RF+XGB+ARIMA SM=0.4/0.7 LC=0.4
RF+XGB,ARIMA,0.4,0.7,0.55,0.5,20.65,22.72,63.0,63.2,24,RF+XGB+ARIMA SM=0.4/0.7 LC=0.5
RF+XGB,ARIMA,0.4,0.7,0.55,0.6,20.69,22.32,62.2,62.8,23,RF+XGB+ARIMA SM=0.4/0.7 LC=0.6
RF+XGB,ARIMA,0.4,0.7,0.55,0.7,20.77,21.61,61.8,62.3,23,RF+XGB+ARIMA SM=0.4/0.7 LC=0.7
RF+XGB,ARIMA,0.4,0.8,0.6,0.2,20.85,21.01,62.9,63.8,23,RF+XGB+ARIMA SM=0.4/0.8 LC=0.2
RF+XGB,ARIMA,0.4,0.8,0.6,0.3,20.71,21.99,63.0,64.0,23,RF+XGB+ARIMA SM=0.4/0.8 LC=0.3
RF+XGB,ARIMA,0.4,0.8,0.6,0.4,20.63,22.54,62.9,63.2,23,RF+XGB+ARIMA SM=0.4/0.8 LC=0.4
RF+XGB,ARIMA,0.4,0.8,0.6,0.5,20.6,22.58,63.0,63.2,24,RF+XGB+ARIMA SM=0.4/0.8 LC=0.5
RF+XGB,ARIMA,0.4,0.8,0.6,0.6,20.64,22.18,62.2,62.8,23,RF+XGB+ARIMA SM=0.4/0.8 LC=0.6
RF+XGB,ARIMA,0.4,0.8,0.6,0.7,20.72,21.47,61.7,62.3,23,RF+XGB+ARIMA SM=0.4/0.8 LC=0.7
RF+XGB,ARIMA,0.4,0.9,0.65,0.2,20.85,20.8,62.7,63.4,23,RF+XGB+ARIMA SM=0.4/0.9 LC=0.2
RF+XGB,ARIMA,0.4,0.9,0.65,0.3,20.71,21.77,62.8,63.6,23,RF+XGB+ARIMA SM=0.4/0.9 LC=0.3
RF+XGB,ARIMA,0.4,0.9,0.65,0.4,20.63,22.33,62.6,62.8,23,RF+XGB+ARIMA SM=0.4/0.9 LC=0.4
RF+XGB,ARIMA,0.4,0.9,0.65,0.5,20.6,22.37,62.7,62.8,23,RF+XGB+ARIMA SM=0.4/0.9 LC=0.5
RF+XGB,ARIMA,0.4,0.9,0.65,0.6,20.64,21.97,62.0,62.3,22,RF+XGB+ARIMA SM=0.4/0.9 LC=0.6
RF+XGB,ARIMA,0.4,0.9,0.65,0.7,20.72,21.26,61.5,61.9,23,RF+XGB+ARIMA SM=0.4/0.9 LC=0.7
RF+XGB,ARIMA,0.4,1.0,0.7,0.2,20.91,20.52,62.6,63.2,23,RF+XGB+ARIMA SM=0.4/1.0 LC=0.2
RF+XGB,ARIMA,0.4,1.0,0.7,0.3,20.77,21.5,62.7,63.4,23,RF+XGB+ARIMA SM=0.4/1.0 LC=0.3
RF+XGB,ARIMA,0.4,1.0,0.7,0.4,20.69,22.05,62.6,62.6,23,RF+XGB+ARIMA SM=0.4/1.0 LC=0.4
RF+XGB,ARIMA,0.4,1.0,0.7,0.5,20.66,22.09,62.7,62.6,24,RF+XGB+ARIMA SM=0.4/1.0 LC=0.5
RF+XGB,ARIMA,0.4,1.0,0.7,0.6,20.7,21.69,61.9,62.1,23,RF+XGB+ARIMA SM=0.4/1.0 LC=0.6
RF+XGB,ARIMA,0.4,1.0,0.7,0.7,20.78,20.98,61.4,61.7,23,RF+XGB+ARIMA SM=0.4/1.0 LC=0.7
RF+XGB,ARIMA,0.5,0.5,0.5,0.2,21.22,21.06,62.9,64.0,23,RF+XGB+ARIMA SM=0.5/0.5 LC=0.2
RF+XGB,ARIMA,0.5,0.5,0.5,0.3,21.08,22.04,63.0,64.2,23,RF+XGB+ARIMA SM=0.5/0.5 LC=0.3
RF+XGB,ARIMA,0.5,0.5,0.5,0.4,21.0,22.59,62.8,63.4,23,RF+XGB+ARIMA SM=0.5/0.5 LC=0.4
RF+XGB,ARIMA,0.5,0.5,0.5,0.5,20.97,22.63,62.9,63.4,23,RF+XGB+ARIMA SM=0.5/0.5 LC=0.5
RF+XGB,ARIMA,0.5,0.5,0.5,0.6,21.01,22.23,62.1,63.0,22,RF+XGB+ARIMA SM=0.5/0.5 LC=0.6
RF+XGB,ARIMA,0.5,0.5,0.5,0.7,21.09,21.52,61.7,62.6,22,RF+XGB+ARIMA SM=0.5/0.5 LC=0.7
RF+XGB,ARIMA,0.5,0.6,0.55,0.2,21.06,21.12,63.0,64.0,23,RF+XGB+ARIMA SM=0.5/0.6 LC=0.2
RF+XGB,ARIMA,0.5,0.6,0.55,0.3,20.92,22.1,63.1,64.2,23,RF+XGB+ARIMA SM=0.5/0.6 LC=0.3
RF+XGB,ARIMA,0.5,0.6,0.55,0.4,20.83,22.65,62.9,63.4,23,RF+XGB+ARIMA SM=0.5/0.6 LC=0.4
RF+XGB,ARIMA,0.5,0.6,0.55,0.5,20.81,22.69,63.0,63.4,24,RF+XGB+ARIMA SM=0.5/0.6 LC=0.5
RF+XGB,ARIMA,0.5,0.6,0.55,0.6,20.85,22.29,62.2,63.0,23,RF+XGB+ARIMA SM=0.5/0.6 LC=0.6
RF+XGB,ARIMA,0.5,0.6,0.55,0.7,20.93,21.58,61.8,62.6,23,RF+XGB+ARIMA SM=0.5/0.6 LC=0.7
RF+XGB,ARIMA,0.5,0.7,0.6,0.2,20.95,21.1,62.7,63.8,23,RF+XGB+ARIMA SM=0.5/0.7 LC=0.2
RF+XGB,ARIMA,0.5,0.7,0.6,0.3,20.81,22.07,62.9,64.0,23,RF+XGB+ARIMA SM=0.5/0.7 LC=0.3
RF+XGB,ARIMA,0.5,0.7,0.6,0.4,20.73,22.62,62.7,63.2,23,RF+XGB+ARIMA SM=0.5/0.7 LC=0.4
RF+XGB,ARIMA,0.5,0.7,0.6,0.5,20.71,22.67,62.8,63.2,24,RF+XGB+ARIMA SM=0.5/0.7 LC=0.5
RF+XGB,ARIMA,0.5,0.7,0.6,0.6,20.74,22.26,62.0,62.8,23,RF+XGB+ARIMA SM=0.5/0.7 LC=0.6
RF+XGB,ARIMA,0.5,0.7,0.6,0.7,20.82,21.55,61.6,62.3,23,RF+XGB+ARIMA SM=0.5/0.7 LC=0.7
RF+XGB,ARIMA,0.5,0.8,0.65,0.2,20.91,20.96,62.7,63.8,23,RF+XGB+ARIMA SM=0.5/0.8 LC=0.2
RF+XGB,ARIMA,0.5,0.8,0.65,0.3,20.76,21.93,62.9,64.0,23,RF+XGB+ARIMA SM=0.5/0.8 LC=0.3
RF+XGB,ARIMA,0.5,0.8,0.65,0.4,20.68,22.48,62.7,63.2,23,RF+XGB+ARIMA SM=0.5/0.8 LC=0.4
RF+XGB,ARIMA,0.5,0.8,0.65,0.5,20.66,22.53,62.8,63.2,24,RF+XGB+ARIMA SM=0.5/0.8 LC=0.5
RF+XGB,ARIMA,0.5,0.8,0.65,0.6,20.7,22.12,62.0,62.8,23,RF+XGB+ARIMA SM=0.5/0.8 LC=0.6
RF+XGB,ARIMA,0.5,0.8,0.65,0.7,20.78,21.42,61.6,62.3,23,RF+XGB+ARIMA SM=0.5/0.8 LC=0.7
RF+XGB,ARIMA,0.5,0.9,0.7,0.2,20.9,20.75,62.5,63.4,23,RF+XGB+ARIMA SM=0.5/0.9 LC=0.2
RF+XGB,ARIMA,0.5,0.9,0.7,0.3,20.76,21.72,62.6,63.6,23,RF+XGB+ARIMA SM=0.5/0.9 LC=0.3
RF+XGB,ARIMA,0.5,0.9,0.7,0.4,20.68,22.27,62.4,62.8,23,RF+XGB+ARIMA SM=0.5/0.9 LC=0.4
RF+XGB,ARIMA,0.5,0.9,0.7,0.5,20.66,22.32,62.5,62.8,23,RF+XGB+ARIMA SM=0.5/0.9 LC=0.5
RF+XGB,ARIMA,0.5,0.9,0.7,0.6,20.69,21.91,61.7,62.3,22,RF+XGB+ARIMA SM=0.5/0.9 LC=0.6
RF+XGB,ARIMA,0.5,0.9,0.7,0.7,20.77,21.2,61.3,61.9,23,RF+XGB+ARIMA SM=0.5/0.9 LC=0.7
RF+XGB,ARIMA,0.5,1.0,0.75,0.2,20.97,20.47,62.5,63.2,23,RF+XGB+ARIMA SM=0.5/1.0 LC=0.2
RF+XGB,ARIMA,0.5,1.0,0.75,0.3,20.82,21.44,62.6,63.4,23,RF+XGB+ARIMA SM=0.5/1.0 LC=0.3
RF+XGB,ARIMA,0.5,1.0,0.75,0.4,20.74,21.99,62.5,62.6,23,RF+XGB+ARIMA SM=0.5/1.0 LC=0.4
RF+XGB,ARIMA,0.5,1.0,0.75,0.5,20.72,22.04,62.6,62.6,24,RF+XGB+ARIMA SM=0.5/1.0 LC=0.5
RF+XGB,ARIMA,0.5,1.0,0.75,0.6,20.76,21.63,61.8,62.1,23,RF+XGB+ARIMA SM=0.5/1.0 LC=0.6
RF+XGB,ARIMA,0.5,1.0,0.75,0.7,20.84,20.92,61.3,61.7,23,RF+XGB+ARIMA SM=0.5/1.0 LC=0.7
RF+XGB,ARIMA,0.6,0.5,0.55,0.2,21.28,21.0,62.6,64.0,23,RF+XGB+ARIMA SM=0.6/0.5 LC=0.2
RF+XGB,ARIMA,0.6,0.5,0.55,0.3,21.14,21.97,62.7,64.2,23,RF+XGB+ARIMA SM=0.6/0.5 LC=0.3
