Origin,Horizonte,Mine,Segment,Actual,Pred,Naive
2019-01-01,30,zaldivar,SM,6.879,7.475102539138321,8.1
2019-01-01,36,andacollo,SM,3.061,3.9057933475063713,6.0
2019-01-01,36,andina,LC,18.84,15.498904234807847,18.9
2019-01-01,36,antucoya,SM,6.486,6.540209783800642,4.6
2019-01-01,36,atacama kozan,SM,0.886,1.0917344468285344,0.8
2019-01-01,36,candelaria,LC,12.325,10.676557153250766,7.0
2019-01-01,36,caserones,LC,12.422,10.132862320069474,11.8
2019-01-01,36,centinela_oxidos,SM,7.583,7.562143028680126,7.8
2019-01-01,36,centinela_sulfuros,LC,12.413,12.40567241505223,7.8
2019-01-01,36,cerro colorado,SM,3.933,5.74185532794356,5.2
2019-01-01,36,chuquicamata,LC,16.401,22.00089581470759,19.12
2019-01-01,36,collahuasi,LC,51.336,46.55271140224845,54.1
2019-01-01,36,el abra,SM,5.718,7.585008971821476,7.2
2019-01-01,36,el soldado,SM,2.894,3.356629725418136,2.763
2019-01-01,36,el teniente,LC,34.199,33.14359042179003,36.7
2019-01-01,36,escondida,LC,81.0,92.91232851197249,107.0
2019-01-01,36,franke,SM,0.864,1.1059260053066935,1.1
2019-01-01,36,gabriela mistral,LC,10.29,8.290315406056715,8.7
2019-01-01,36,lomas bayas,SM,6.004,5.830477471587612,5.5
2019-01-01,36,los bronces,LC,20.04,23.20659810261978,25.981
2019-01-01,36,los pelambres,LC,18.115,25.318549730809142,27.4
2019-01-01,36,mantos blancos,SM,3.453,3.588693698551693,3.505
2019-01-01,36,mantoverde,SM,4.106,4.299604424800242,2.861
2019-01-01,36,ministro hales,LC,11.635,11.641428499151063,16.7
2019-01-01,36,ojos del salado,SM,2.323,1.661196600665796,2.0
2019-01-01,36,otros,LC,11.546456999999998,10.912746004710456,11.038
2019-01-01,36,radomiro tomic,LC,20.479,23.470991247626376,31.738
2019-01-01,36,salvador,SM,1.607,6.857358334220392,5.1
2019-01-01,36,sierra gorda,SM,14.5,11.768481041211588,6.9
2019-01-01,36,zaldivar,SM,8.261,7.311495802240645,8.1
2019-01-01,42,andacollo,SM,2.221,3.8796893600512194,6.0
2019-01-01,42,andina,LC,17.03,14.5867812873196,18.9
2019-01-01,42,antucoya,SM,6.861993,6.629977434407984,4.6
2019-01-01,42,atacama kozan,SM,1.2634086232,1.0935754085973486,0.8
2019-01-01,42,candelaria,LC,10.720994127971508,10.8086018409945,7.0
2019-01-01,42,caserones,LC,4.999,9.908101117261857,11.8
2019-01-01,42,centinela_oxidos,SM,8.488439999999999,7.540229759760699,7.8
2019-01-01,42,centinela_sulfuros,LC,12.22597924234586,12.48433924200987,7.8
2019-01-01,42,cerro colorado,SM,3.598,5.564959421033031,5.2
2019-01-01,42,chuquicamata,LC,25.555,22.617119910680017,19.12
2019-01-01,42,collahuasi,LC,47.262,45.476380413330176,54.1
2019-01-01,42,el abra,SM,9.284,7.866683187440613,7.2
2019-01-01,42,el soldado,SM,2.57,3.4098223071663036,2.763
2019-01-01,42,el teniente,LC,28.068,31.4529395444948,36.7
2019-01-01,42,escondida,LC,81.399,94.71766347566697,107.0
2019-01-01,42,franke,SM,0.760445,1.09798793786046,1.1
2019-01-01,42,gabriela mistral,LC,9.132,8.200534471811189,8.7
2019-01-01,42,lomas bayas,SM,6.064031,5.7741463952651575,5.5
2019-01-01,42,los bronces,LC,16.49,21.68356826305527,25.981
2019-01-01,42,los pelambres,LC,23.391121186549768,25.496016242335585,27.4
2019-01-01,42,mantos blancos,SM,4.136,3.650946345627762,3.505
2019-01-01,42,mantoverde,SM,4.103,4.869995650976696,2.861
2019-01-01,42,ministro hales,LC,13.17,11.442655340248088,16.7
2019-01-01,42,ojos del salado,SM,1.858,1.6053124889302055,2.0
2019-01-01,42,otros,LC,10.002399353990002,10.455970004475624,11.038
2019-01-01,42,radomiro tomic,LC,25.265,23.642264913942796,31.738
2019-01-01,42,salvador,SM,1.423,5.994701533097083,5.1
2019-01-01,42,sierra gorda,SM,13.05851625126102,11.3922937335307,6.9
2019-01-01,42,zaldivar,SM,7.44,7.291061358279543,8.1
2019-01-01,48,andacollo,SM,3.161,3.835015000978639,6.0
2019-01-01,48,andina,LC,15.112,14.853873161379811,18.9
2019-01-01,48,antucoya,SM,7.046,6.534033011797729,4.6
2019-01-01,48,atacama kozan,SM,0.793,1.0826711124697308,0.8
2019-01-01,48,candelaria,LC,11.93,10.969258438087794,7.0
2019-01-01,48,caserones,LC,11.351,10.05484110884765,11.8
2019-01-01,48,centinela_oxidos,SM,7.836679,7.673650833647025,7.8
2019-01-01,48,centinela_sulfuros,LC,9.888067271067618,12.48302126479908,7.8
2019-01-01,48,cerro colorado,SM,3.581,5.291849106344895,5.2
2019-01-01,48,chuquicamata,LC,23.479,21.22249558935594,19.12
2019-01-01,48,collahuasi,LC,42.903,44.135828801336345,54.1
2019-01-01,48,el abra,SM,8.718,7.784330325194327,7.2
2019-01-01,48,el soldado,SM,4.074,3.6078749873177656,2.763
2019-01-01,48,el teniente,LC,32.758,29.67076192831957,36.7
2019-01-01,48,escondida,LC,93.319,96.47118726868581,107.0
2019-01-01,48,franke,SM,1.251,1.0960451042339663,1.1
2019-01-01,48,gabriela mistral,LC,7.517,8.099139227951778,8.7
2019-01-01,48,lomas bayas,SM,7.232,5.722744914920112,5.5
2019-01-01,48,los bronces,LC,16.369,18.738738375270568,25.981
2019-01-01,48,los pelambres,LC,17.369,25.70732074657098,27.4
2019-01-01,48,mantos blancos,SM,4.134,3.701491097137453,3.505
2019-01-01,48,mantoverde,SM,3.34,4.965709870283354,2.861
2019-01-01,48,ministro hales,LC,10.731,11.139825563099885,16.7
2019-01-01,48,ojos del salado,SM,1.382,1.5061312423518667,2.0
2019-01-01,48,otros,LC,12.32280417175306,10.343251630861898,11.038
2019-01-01,48,radomiro tomic,LC,26.388,23.4107931128159,31.738
2019-01-01,48,salvador,SM,2.516,5.275051295286023,5.1
2019-01-01,48,sierra gorda,SM,10.725,11.317804237130126,6.9
2019-01-01,48,zaldivar,SM,7.572,7.225691534755162,8.1
2019-01-01,54,andacollo,SM,3.937,3.8947945323356032,6.0
2019-01-01,54,andina,LC,14.043,15.308757545627246,18.9
2019-01-01,54,antucoya,SM,5.775,6.5419609240958865,4.6
2019-01-01,54,atacama kozan,SM,1.11,1.0768420528525402,0.8
2019-01-01,54,candelaria,LC,10.868,11.161949836981702,7.0
2019-01-01,54,caserones,LC,10.542,10.061990287185075,11.8
2019-01-01,54,centinela_oxidos,SM,7.014,7.841761662151158,7.8
2019-01-01,54,centinela_sulfuros,LC,14.484,12.415796115634363,7.8
2019-01-01,54,cerro colorado,SM,3.617,5.186249106344895,5.2
2019-01-01,54,chuquicamata,LC,19.611,20.10329968193436,19.12
2019-01-01,54,collahuasi,LC,50.014,43.085723930301924,54.1
2019-01-01,54,el abra,SM,8.024889,7.788837981112607,7.2
2019-01-01,54,el soldado,SM,5.044,3.42303987790152,2.763
2019-01-01,54,el teniente,LC,31.799,28.601605366588938,36.7
2019-01-01,54,escondida,LC,82.383,101.38517249950898,107.0
2019-01-01,54,franke,SM,0.951,1.1282734039945752,1.1
2019-01-01,54,gabriela mistral,LC,8.658,8.050443222022317,8.7
2019-01-01,54,lomas bayas,SM,4.8,5.598717416183635,5.5
2019-01-01,54,los bronces,LC,16.377,17.50044367005583,25.981
2019-01-01,54,los pelambres,LC,27.769,25.66794205577588,27.4
2019-01-01,54,mantos blancos,SM,3.742,3.6035258621156694,3.505
2019-01-01,54,mantoverde,SM,3.03,4.813053551259431,2.861
2019-01-01,54,ministro hales,LC,10.005,10.744851149704935,16.7
2019-01-01,54,ojos del salado,SM,1.368,1.35445727796947,2.0
2019-01-01,54,otros,LC,8.587133571000003,10.091118682084169,11.038
2019-01-01,54,radomiro tomic,LC,31.341,22.81798426281899,31.738
2019-01-01,54,salvador,SM,1.012,5.547751295286023,5.1
2019-01-01,54,sierra gorda,SM,9.977,11.222905530106882,6.9
2019-01-01,54,zaldivar,SM,6.595,7.083241689514288,8.1
2019-01-01,60,andacollo,SM,2.121,4.049641119988312,6.0
2019-01-01,60,andina,LC,15.595,15.656839022579291,18.9
2019-01-01,60,antucoya,SM,6.812,6.7108680962285945,4.6
2019-01-01,60,atacama kozan,SM,1.077,1.0731987395069196,0.8
2019-01-01,60,candelaria,LC,10.264,11.344699501357072,7.0
2019-01-01,60,caserones,LC,12.849,9.732520103756126,11.8
2019-01-01,60,centinela_oxidos,SM,7.922,7.685543975317012,7.8
2019-01-01,60,centinela_sulfuros,LC,6.318,11.844702948779034,7.8
2019-01-01,60,cerro colorado,SM,0.0,5.191949106344895,5.2
2019-01-01,60,chuquicamata,LC,16.976,20.256415533768013,19.12
2019-01-01,60,collahuasi,LC,52.15,42.23678854667937,54.1
2019-01-01,60,el abra,SM,8.841,8.061556719941358,7.2
2019-01-01,60,el soldado,SM,4.915,3.190399864292111,2.763
2019-01-01,60,el teniente,LC,26.984,28.304621035746933,36.7
2019-01-01,60,escondida,LC,97.522,103.95914546404443,107.0
2019-01-01,60,franke,SM,1.114,1.1386978990857821,1.1
2019-01-01,60,gabriela mistral,LC,9.013,7.952800729637829,8.7
2019-01-01,60,lomas bayas,SM,6.55,5.705335459089406,5.5
2019-01-01,60,los bronces,LC,14.981,16.866017117219787,25.981
2019-01-01,60,los pelambres,LC,28.087,25.61026814814368,27.4
2019-01-01,60,mantos blancos,SM,3.874,3.7830956419690196,3.505
2019-01-01,60,mantoverde,SM,3.394,4.530526251107855,2.861
2019-01-01,60,ministro hales,LC,3.779,10.434183562062485,16.7
2019-01-01,60,ojos del salado,SM,1.052,1.226229387611622,2.0
2019-01-01,60,otros,LC,12.176000000000002,10.046623314713768,11.038
2019-01-01,60,radomiro tomic,LC,26.353,22.24252377349043,31.738
2019-01-01,60,salvador,SM,0.0,5.424451295286023,5.1
2019-01-01,60,sierra gorda,SM,9.09,11.096182013430266,6.9
2019-01-01,60,zaldivar,SM,6.298,6.90811391772583,8.1
2019-07-01,6,andacollo,SM,6.32,3.652709762611743,5.4
2019-07-01,6,andina,LC,15.886,15.537442534902032,16.1
2019-07-01,6,antucoya,SM,6.78,6.522764133874716,5.0
2019-07-01,6,atacama kozan,SM,1.177,1.1299637811360328,1.1
2019-07-01,6,candelaria,SM,8.24,9.651272706184438,7.4
2019-07-01,6,caserones,LC,11.611,10.596776564895714,11.0
2019-07-01,6,centinela_oxidos,SM,7.457,7.760798338265796,7.1
2019-07-01,6,centinela_sulfuros,LC,17.118,12.62648860422491,8.6
2019-07-01,6,cerro colorado,SM,7.601,5.471305639073048,5.1
2019-07-01,6,chuquicamata,LC,15.69,26.208535941563763,16.621
2019-07-01,6,collahuasi,LC,53.542,52.38751638995847,43.2
2019-07-01,6,el abra,SM,7.0169,6.38823777583066,7.7
2019-07-01,6,el soldado,SM,3.923,3.7055562628826486,5.218
2019-07-01,6,el teniente,LC,33.386,36.500401255426716,42.6
2019-07-01,6,escondida,LC,100.944,88.30231471941981,110.9
2019-07-01,6,franke,SM,1.101,1.1657983616737626,1.8
2019-07-01,6,gabriela mistral,SM,8.929,8.827385064843433,9.3
2019-07-01,6,lomas bayas,SM,6.551,6.128200888204868,6.3
2019-07-01,6,los bronces,LC,20.815,27.363577520971933,33.943
2019-07-01,6,los pelambres,LC,29.774,24.48066865575517,35.2
2019-07-01,6,mantos blancos,SM,3.554,3.751714778540962,3.926
2019-07-01,6,mantoverde,SM,3.299,3.206153425081201,3.601
2019-07-01,6,ministro hales,LC,14.335,14.014929644760258,15.6
2019-07-01,6,ojos del salado,SM,2.573,2.210252321535179,2.8
2019-07-01,6,otros,LC,8.901,11.084025760740614,10.832
2019-07-01,6,radomiro tomic,LC,19.9,24.045214572625362,28.301
2019-07-01,6,salvador,SM,2.34,4.590655504376588,4.0
2019-07-01,6,sierra gorda,LC,10.715,13.450611086147143,7.9
2019-07-01,6,zaldivar,LC,9.951,8.214701686168178,8.0
2019-07-01,9,andacollo,SM,4.921,3.658772967973724,5.4
2019-07-01,9,andina,LC,12.324,16.04734499534822,16.1
2019-07-01,9,antucoya,SM,6.877,6.539323149587271,5.0
2019-07-01,9,atacama kozan,SM,1.105,1.1259829014384601,1.1
2019-07-01,9,candelaria,SM,7.808,9.730514988001106,7.4
2019-07-01,9,caserones,LC,10.122,10.588990959188758,11.0
2019-07-01,9,centinela_oxidos,SM,7.858,7.66920474546656,7.1
2019-07-01,9,centinela_sulfuros,LC,11.087,13.08549992530551,8.6
2019-07-01,9,cerro colorado,SM,5.278,6.116143012103903,5.1
2019-07-01,9,chuquicamata,LC,30.402,24.867506839985236,16.621
2019-07-01,9,collahuasi,LC,54.085,51.955873914063254,43.2
2019-07-01,9,el abra,SM,6.075,6.508891482221298,7.7
2019-07-01,9,el soldado,SM,3.659,3.699173580816995,5.218
2019-07-01,9,el teniente,LC,36.605,35.54937011339103,42.6
2019-07-01,9,escondida,LC,102.641,88.99985844688823,110.9
2019-07-01,9,franke,SM,1.125,1.154657286987823,1.8
2019-07-01,9,gabriela mistral,SM,8.541,8.97268865108247,9.3
2019-07-01,9,lomas bayas,SM,6.091,6.148391954571742,6.3
2019-07-01,9,los bronces,LC,24.731,26.989878433315987,33.943
2019-07-01,9,los pelambres,LC,31.17,24.659056288937734,35.2
2019-07-01,9,mantos blancos,SM,3.282,3.8184146893811945,3.926
2019-07-01,9,mantoverde,SM,3.235,3.6356456911802804,3.601
2019-07-01,9,ministro hales,LC,10.118,13.410975418893795,15.6
2019-07-01,9,ojos del salado,SM,2.08,2.202125858845662,2.8
2019-07-01,9,otros,LC,12.587,11.15157640486506,10.832
2019-07-01,9,radomiro tomic,LC,20.468,24.37554851230715,28.301
2019-07-01,9,salvador,SM,6.159,5.173457920297411,4.0
2019-07-01,9,sierra gorda,LC,10.868,13.285814329042179,7.9
2019-07-01,9,zaldivar,LC,8.302,8.466723943151498,8.0
2019-07-01,12,andacollo,SM,3.028,3.713800602351956,5.4
2019-07-01,12,andina,LC,14.282,15.34464447958293,16.1
2019-07-01,12,antucoya,SM,5.5,6.403390554447185,5.0
2019-07-01,12,atacama kozan,SM,1.62,1.1215217590368833,1.1
2019-07-01,12,candelaria,SM,10.129,9.816889199196295,7.4
2019-07-01,12,caserones,LC,9.481,10.53275969446056,11.0
2019-07-01,12,centinela_oxidos,SM,7.874,7.667052555456122,7.1
2019-07-01,12,centinela_sulfuros,LC,9.824,11.87611236507999,8.6
2019-07-01,12,cerro colorado,SM,5.22,5.746834358106427,5.1
2019-07-01,12,chuquicamata,LC,37.848,25.44370807623724,16.621
2019-07-01,12,collahuasi,LC,58.119,52.241264941162775,43.2
2019-07-01,12,el abra,SM,5.236,6.742853831927867,7.7
2019-07-01,12,el soldado,SM,2.856,3.7544453129068645,5.218
2019-07-01,12,el teniente,LC,30.462,35.987143718661905,42.6
2019-07-01,12,escondida,LC,103.74,89.75608595486241,110.9
2019-07-01,12,franke,SM,1.243,1.131069733327174,1.8
2019-07-01,12,gabriela mistral,SM,8.177,8.85487122972325,9.3
2019-07-01,12,lomas bayas,SM,6.463,6.119069177632026,6.3
2019-07-01,12,los bronces,LC,27.661,24.654627118537693,33.943
2019-07-01,12,los pelambres,LC,27.137,24.490318263514748,35.2
2019-07-01,12,mantos blancos,SM,2.862,3.9568299949942327,3.926
2019-07-01,12,mantoverde,SM,3.159,3.2939930887272357,3.601
2019-07-01,12,ministro hales,LC,9.861,13.393716293094176,15.6
2019-07-01,12,ojos del salado,SM,2.351,2.2318068075063744,2.8
2019-07-01,12,otros,LC,12.753,11.019660495163697,10.832
2019-07-01,12,radomiro tomic,LC,19.38,24.361697050016097,28.301
2019-07-01,12,salvador,SM,4.597,4.371321038508258,4.0
2019-07-01,12,sierra gorda,LC,12.36,13.147270503958739,7.9
2019-07-01,12,zaldivar,LC,7.871,8.289807135869122,8.0
2019-07-01,18,andacollo,SM,4.445,3.7244911004878114,5.4
2019-07-01,18,andina,LC,13.639,15.496790781218085,16.1
2019-07-01,18,antucoya,SM,6.812,6.555203113277543,5.0
2019-07-01,18,atacama kozan,SM,1.013,1.1061940199680553,1.1
2019-07-01,18,candelaria,SM,9.0,10.000024484461765,7.4
2019-07-01,18,caserones,LC,8.761,10.464536918246038,11.0
2019-07-01,18,centinela_oxidos,SM,7.833,7.744290898858898,7.1
2019-07-01,18,centinela_sulfuros,LC,16.0,12.187568622718004,8.6
2019-07-01,18,cerro colorado,SM,4.491,6.104902385208281,5.1
2019-07-01,18,chuquicamata,LC,29.088,24.545794862079983,16.621
2019-07-01,18,collahuasi,LC,57.029,51.983880882975704,43.2
2019-07-01,18,el abra,SM,6.746,6.97160704787519,7.7
2019-07-01,18,el soldado,SM,3.724,3.8212472294410493,5.218
2019-07-01,18,el teniente,LC,39.124,34.23717477208616,42.6
2019-07-01,18,escondida,LC,84.669,94.18058378527257,110.9
2019-07-01,18,franke,SM,1.088,1.0969371662828105,1.8
2019-07-01,18,gabriela mistral,SM,6.399,8.651541802993938,9.3
2019-07-01,18,lomas bayas,SM,5.4,6.138350082115591,6.3
2019-07-01,18,los bronces,LC,24.529,23.692485810174567,33.943
2019-07-01,18,los pelambres,LC,28.8,24.62744259561291,35.2
2019-07-01,18,mantos blancos,SM,3.705,4.0768208254739235,3.926
2019-07-01,18,mantoverde,SM,3.144,3.280250089272446,3.601
2019-07-01,18,ministro hales,LC,17.82,12.917065064367629,15.6
2019-07-01,18,ojos del salado,SM,2.335,2.1368361100001763,2.8
2019-07-01,18,otros,LC,9.332877,11.034329600903918,10.832
2019-07-01,18,radomiro tomic,LC,22.516,24.41606664570335,28.301
2019-07-01,18,salvador,SM,4.462,4.328532144660859,4.0
2019-07-01,18,sierra gorda,LC,11.565,12.845903757982827,7.9
2019-07-01,18,zaldivar,LC,7.298,8.169209236516854,8.0
2019-07-01,24,andacollo,SM,3.84,3.7549577922813007,5.4
2019-07-01,24,andina,LC,19.517,15.39793481921369,16.1
2019-07-01,24,antucoya,SM,5.202,6.560485380307512,5.0
2019-07-01,24,atacama kozan,SM,1.125,1.1015513303791904,1.1
2019-07-01,24,candelaria,SM,9.268,10.196813125929996,7.4
2019-07-01,24,caserones,LC,10.492,10.49602232442994,11.0
2019-07-01,24,centinela_oxidos,SM,7.725,7.741978877505266,7.1
2019-07-01,24,centinela_sulfuros,LC,14.8,12.23988813327771,8.6
2019-07-01,24,cerro colorado,SM,4.555,5.822511658852932,5.1
2019-07-01,24,chuquicamata,LC,13.678,23.717981882694595,16.621
2019-07-01,24,collahuasi,LC,54.03,51.58776513223682,43.2
2019-07-01,24,el abra,SM,5.504,7.229439881305994,7.7
2019-07-01,24,el soldado,SM,4.427,3.8542238814784837,5.218
2019-07-01,24,el teniente,LC,41.2,33.81483681745176,42.6
2019-07-01,24,escondida,LC,86.258,96.08917977436684,110.9
2019-07-01,24,franke,SM,0.887,1.0686550182426058,1.8
2019-07-01,24,gabriela mistral,SM,10.068,8.552468996106105,9.3
2019-07-01,24,lomas bayas,SM,5.5,6.190630380550814,6.3
2019-07-01,24,los bronces,LC,26.301,22.363514425568756,33.943
2019-07-01,24,los pelambres,LC,27.911,24.614559208635857,35.2
2019-07-01,24,mantos blancos,SM,4.27,4.185949990241492,3.926
2019-07-01,24,mantoverde,SM,4.3,3.3395800377977243,3.601
2019-07-01,24,ministro hales,LC,16.5,12.38581395523694,15.6
2019-07-01,24,ojos del salado,SM,2.121,2.0366509068304017,2.8
2019-07-01,24,otros,LC,10.465720999999998,11.10586499235949,10.832
2019-07-01,24,radomiro tomic,LC,23.227,24.4185592920295,28.301
2019-07-01,24,salvador,SM,3.862,4.261457989948218,4.0
2019-07-01,24,sierra gorda,LC,17.394,12.549794960688564,7.9
2019-07-01,24,zaldivar,LC,6.879,7.904216005632032,8.0
2019-07-01,30,andacollo,SM,3.061,3.770027813768414,5.4
2019-07-01,30,andina,LC,18.84,14.855779997891808,16.1
2019-07-01,30,antucoya,SM,6.486,6.832270191182883,5.0
2019-07-01,30,atacama kozan,SM,0.886,1.0894478486152914,1.1
2019-07-01,30,candelaria,SM,12.325,10.35842022486126,7.4
2019-07-01,30,caserones,LC,12.422,10.391952046626312,11.0
2019-07-01,30,centinela_oxidos,SM,7.583,7.768959907867704,7.1
2019-07-01,30,centinela_sulfuros,LC,12.413,12.125292656432912,8.6
2019-07-01,30,cerro colorado,SM,3.933,5.175055320113275,5.1
2019-07-01,30,chuquicamata,LC,16.401,23.562363837337315,16.621
2019-07-01,30,collahuasi,LC,51.336,51.2788501961636,43.2
2019-07-01,30,el abra,SM,5.718,7.494399608358429,7.7
2019-07-01,30,el soldado,SM,2.894,3.857114595624021,5.218
2019-07-01,30,el teniente,LC,34.199,32.87196043825292,42.6
2019-07-01,30,escondida,LC,81.0,96.70885693462611,110.9
2019-07-01,30,franke,SM,0.864,1.057475199427851,1.8
2019-07-01,30,gabriela mistral,SM,10.29,8.414798845126764,9.3
2019-07-01,30,lomas bayas,SM,6.004,6.232955087699007,6.3
2019-07-01,30,los bronces,LC,20.04,22.83056931535657,33.943
2019-07-01,30,los pelambres,LC,18.115,24.72023375461405,35.2
2019-07-01,30,mantos blancos,SM,3.453,4.190018213800532,3.926
2019-07-01,30,mantoverde,SM,4.106,3.7113472758287687,3.601
2019-07-01,30,ministro hales,LC,11.635,11.916552224312722,15.6
2019-07-01,30,ojos del salado,SM,2.323,1.936891331162235,2.8
2019-07-01,30,otros,LC,11.546456999999998,10.765512911988191,10.832
2019-07-01,30,radomiro tomic,LC,20.479,24.204271116504568,28.301
2019-07-01,30,salvador,SM,1.607,4.522427212865998,4.0
2019-07-01,30,sierra gorda,LC,14.5,12.157084095123027,7.9
2019-07-01,30,zaldivar,LC,8.261,7.523042648531071,8.0
2019-07-01,36,andacollo,SM,2.221,3.812658650070752,5.4
2019-07-01,36,andina,LC,17.03,14.227165012499094,16.1
2019-07-01,36,antucoya,SM,6.861993,6.8074856019924495,5.0
2019-07-01,36,atacama kozan,SM,1.2634086232,1.0843074554739824,1.1
2019-07-01,36,candelaria,SM,10.720994127971508,10.500385692648205,7.4
2019-07-01,36,caserones,LC,4.999,10.300914822407837,11.0
2019-07-01,36,centinela_oxidos,SM,8.488439999999999,7.709673315013895,7.1
2019-07-01,36,centinela_sulfuros,LC,12.22597924234586,11.635378019494137,8.6
2019-07-01,36,cerro colorado,SM,3.598,4.895327132627081,5.1
2019-07-01,36,chuquicamata,LC,25.555,24.35139275725131,16.621
2019-07-01,36,collahuasi,LC,47.262,49.86096076629876,43.2
2019-07-01,36,el abra,SM,9.284,7.709431752925805,7.7
2019-07-01,36,el soldado,SM,2.57,3.8736415129307704,5.218
2019-07-01,36,el teniente,LC,28.068,32.42952290970533,42.6
2019-07-01,36,escondida,LC,81.399,96.04238809435354,110.9
2019-07-01,36,franke,SM,0.760445,1.037011295610584,1.8
2019-07-01,36,gabriela mistral,SM,9.132,8.424186502983488,9.3
2019-07-01,36,lomas bayas,SM,6.064031,6.246730965306859,6.3
2019-07-01,36,los bronces,LC,16.49,21.078521333082445,33.943
2019-07-01,36,los pelambres,LC,23.391121186549768,24.829884864639364,35.2
2019-07-01,36,mantos blancos,SM,4.136,4.186963475948161,3.926
2019-07-01,36,mantoverde,SM,4.103,4.17031673609981,3.601
2019-07-01,36,ministro hales,LC,13.17,11.457137692061373,15.6
2019-07-01,36,ojos del salado,SM,1.858,1.8895506116829313,2.8
2019-07-01,36,otros,LC,10.002399353990002,10.600907388443645,10.832
2019-07-01,36,radomiro tomic,LC,25.265,24.114629169795315,28.301
2019-07-01,36,salvador,SM,1.423,3.8549838343104703,4.0
2019-07-01,36,sierra gorda,LC,13.05851625126102,11.88116200118312,7.9
2019-07-01,36,zaldivar,LC,7.44,7.462712203111679,8.0
2019-07-01,42,andacollo,SM,3.161,3.8259587903548335,5.4
2019-07-01,42,andina,LC,15.112,13.592952434087614,16.1
2019-07-01,42,antucoya,SM,7.046,6.895380501496184,5.0
2019-07-01,42,atacama kozan,SM,0.793,1.0726966891877403,1.1
2019-07-01,42,candelaria,SM,11.93,10.664981337669852,7.4
2019-07-01,42,caserones,LC,11.351,10.255465495193391,11.0
2019-07-01,42,centinela_oxidos,SM,7.836679,7.672122185979974,7.1
2019-07-01,42,centinela_sulfuros,LC,9.888067271067618,11.666264471633289,8.6
2019-07-01,42,cerro colorado,SM,3.581,4.720165340358395,5.1
2019-07-01,42,chuquicamata,LC,23.479,24.064071090928863,16.621
2019-07-01,42,collahuasi,LC,42.903,47.905049810602975,43.2
2019-07-01,42,el abra,SM,8.718,7.895259697835186,7.7
2019-07-01,42,el soldado,SM,4.074,3.9234382159514514,5.218
2019-07-01,42,el teniente,LC,32.758,30.710260775310132,42.6
2019-07-01,42,escondida,LC,93.319,97.36368931901208,110.9
2019-07-01,42,franke,SM,1.251,1.0122942667076793,1.8
2019-07-01,42,gabriela mistral,SM,7.517,8.363151952247353,9.3
2019-07-01,42,lomas bayas,SM,7.232,6.22100471247318,6.3
2019-07-01,42,los bronces,LC,16.369,19.076917815080545,33.943
2019-07-01,42,los pelambres,LC,17.369,24.956612525750447,35.2
2019-07-01,42,mantos blancos,SM,4.134,4.268129362525071,3.926
2019-07-01,42,mantoverde,SM,3.34,4.592726617316712,3.601
2019-07-01,42,ministro hales,LC,10.731,11.157643663733113,15.6
2019-07-01,42,ojos del salado,SM,1.382,1.7840346281323878,2.8
2019-07-01,42,otros,LC,12.32280417175306,10.324893176798213,10.832
2019-07-01,42,radomiro tomic,LC,26.388,23.931134214055884,28.301
2019-07-01,42,salvador,SM,2.516,3.211390070893907,4.0
2019-07-01,42,sierra gorda,LC,10.725,11.608950153754627,7.9
2019-07-01,42,zaldivar,LC,7.572,7.373442472620098,8.0
2019-07-01,48,andacollo,SM,3.937,3.859082802733152,5.4
2019-07-01,48,andina,LC,14.043,13.94343833346547,16.1
2019-07-01,48,antucoya,SM,5.775,6.812912722467417,5.0
2019-07-01,48,atacama kozan,SM,1.11,1.0682512925865844,1.1
2019-07-01,48,candelaria,SM,10.868,10.823163608162348,7.4
2019-07-01,48,caserones,LC,10.542,10.18079355716026,11.0
2019-07-01,48,centinela_oxidos,SM,7.014,7.546907025451696,7.1
2019-07-01,48,centinela_sulfuros,LC,14.484,11.720482343439429,8.6
2019-07-01,48,cerro colorado,SM,3.617,4.549105677216222,5.1
2019-07-01,48,chuquicamata,LC,19.611,22.979855067023227,16.621
2019-07-01,48,collahuasi,LC,50.014,46.266905478416646,43.2
2019-07-01,48,el abra,SM,8.024889,7.9734238677560185,7.7
2019-07-01,48,el soldado,SM,5.044,3.9536969052882234,5.218
2019-07-01,48,el teniente,LC,31.799,29.611984866240032,42.6
2019-07-01,48,escondida,LC,82.383,100.39507644868623,110.9
2019-07-01,48,franke,SM,0.951,1.0261103994573642,1.8
2019-07-01,48,gabriela mistral,SM,8.658,8.227963597524997,9.3
2019-07-01,48,lomas bayas,SM,4.8,6.151309343601195,6.3
2019-07-01,48,los bronces,LC,16.377,16.77843190308905,33.943
2019-07-01,48,los pelambres,LC,27.769,25.120513119054042,35.2
2019-07-01,48,mantos blancos,SM,3.742,4.411962411807975,3.926
2019-07-01,48,mantoverde,SM,3.03,4.411095160906983,3.601
2019-07-01,48,ministro hales,LC,10.005,10.900855078717003,15.6
2019-07-01,48,ojos del salado,SM,1.368,1.6538328552968438,2.8
2019-07-01,48,otros,LC,8.587133571000003,9.942071649749796,10.832
2019-07-01,48,radomiro tomic,LC,31.341,23.694341152647816,28.301
2019-07-01,48,salvador,SM,1.012,2.8992924511382254,4.0
2019-07-01,48,sierra gorda,LC,9.977,11.504807290889879,7.9
2019-07-01,48,zaldivar,LC,6.595,7.354433804699121,8.0
2019-07-01,54,andacollo,SM,2.121,3.912905280188525,5.4
