NOMBRE,PROPIEDAD,TENSION,TIPO,FECHA_CREA,Latitude,Longitude
CERRO DOMINADOR - CSP CERRO DOMINADOR 220KV,CERRO DOMINADOR CSP S.A.,220.0,DEDICADO,2021-09-20,-22.778604822746697,-69.46584682434397
CENTINELA - ESPERANZA (MINERA CENTINELA) 220KV,RED ELÉCTRICA DEL NORTE 2 S.A.,220.0,NACIONAL,2019-04-26,-22.968608164970234,-69.11156022215177
LLAIMA - PILLANLELBUN 66 KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2023-04-10,-38.62862871797432,-72.46334041470556
LOS ANGELES (CGE) - EL AVELLANO 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-37.46634446193025,-72.34582111460307
TAP EL ROSAL - LAJA 1 220KV,EÓLICA MONTE REDONDO SPA,220.0,DEDICADO,2017-12-20,-37.2456610322978,-72.44077418484177
CENTRAL EMELDA - DIEGO DE ALMAGRO 110KV,EMPRESA ELÉCTRICA DIEGO DE ALMAGRO SPA,110.0,DEDICADO,2019-04-26,-26.39015746876441,-70.0297641068922
TARAPACA – GEOGLIFOS 220KV,TRANSELEC S.A.,220.0,ZONAL,2019-04-26,-20.79558325830738,-70.08083593624782
AYSEN - CHACABUCO,EDELAYSEN,23.0,S/I,2019-04-26,-45.41601780376963,-72.72736206284615
EL PELICANO - DON HECTOR 220KV,EL PELÍCANO SOLAR COMPANY SPA,220.0,NACIONAL,2019-04-26,-29.13494942761426,-70.90628072794652
ALONSO DE RIBERA - CHIGUAYANTE 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-36.84833012559195,-73.01515122097327
CHENA - LO ESPEJO 110KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110.0,ZONAL,2023-04-10,-33.52848759414229,-70.71862817668345
CARENA - PUENTE ALTO CMPC 44KV,ALFA TRANSMISORA DE ENERGÍA S.A.,44.0,DEDICADO,2017-12-20,-33.574216627706285,-70.9081508667013
ENCUENTRO - TCHITACK 220KV,CODELCO CHILE - DIVISIÓN CHUQUICAMATA,220.0,DEDICADO,2023-04-10,-22.29893374659354,-69.19190978225555
PUELCHE SUR - FRUTILLAR NORTE 220 KV,AR PUELCHE SUR SPA,220.0,DEDICADO,2019-04-26,-41.05355517629965,-73.04219242444537
LASTARRIA - CIRUELOS 220 KV,TRANSELEC S.A.,220.0,NACIONAL,2017-12-20,-39.4605403946664,-72.76072912856274
ANGOL - LOS SAUCES 66KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,66.0,ZONAL,2016-08-01,-37.91121569177397,-72.7348596076555
TAP CHICUREO - CHICUREO 220KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,220.0,ZONAL,2019-04-26,-33.30067806621242,-70.62636708219141
TAP OFF NUEVA VICTORIA - SUR VIEJO 66KV,SOCIEDAD QUÍMICA Y MINERA DE CHILE S.A.,66.0,DEDICADO,2017-12-20,-20.94694679444005,-69.60255051553773
LA PALMA - SAN JAVIER 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2023-04-10,-35.584837931421006,-71.71049108728745
CENTRAL CIPRESILLOS - ALTO CACHAPOAL 23KV,ELÉCTRICA CIPRESILLOS SPA,23.0,S/I,2019-04-26,-34.38142913909584,-70.3293280081949
PAN DE AZUCAR - NUEVA PAN DE AZUCAR 220KV,INTERCHILE S.A.,220.0,NACIONAL,2019-04-26,-30.0690743265524,-71.28530124100017
O´HIGGINS - FARELLON 220KV,MINERA ESCONDIDA LTDA.,220.0,DEDICADO,2019-04-26,-23.770089905470137,-70.03542747813212
TAP APOQUINDO - APOQUINDO 110KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110.0,ZONAL,2019-04-26,-33.40965600849995,-70.56451269349998
PIRQUE - PUENTE ALTO CMPC 110KV,PAPELES CORDILLERA SPA,110.0,DEDICADO,2019-04-26,-33.634893141961406,-70.57528388922088
TAP CHAÑARES - CHAÑARES 110KV,ENEL GREEN POWER CHILE S.A.,110.0,DEDICADO,2019-04-26,-26.391358889284923,-70.08093780265034
CHACAYA - MUELLE 110KV,MINERA CENTINELA,110.0,DEDICADO,2019-04-26,-22.95618819105845,-70.31039737789094
ITAHUE - TINGUIRIRICA 154KV,TRANSELEC S.A.,154.0,DEDICADO,2019-04-26,-34.86839596649459,-71.1823883729187
CHACAYA - EL COBRE (ENGIE) 220KV,ENGIE ENERGÍA CHILE S.A.,220.0,DEDICADO,2017-12-20,-23.40027072468563,-69.98904011232126
CHACAHUIN - LINARES 66KV,TRANSELEC S.A.,66.0,ZONAL,2019-04-25,-35.84359358795237,-71.6266742838438
CARDONES – ALGARROBAL 220KV,TRANSELEC S.A.,220.0,NACIONAL,2023-04-10,-27.83697023851037,-70.51656563798342
CENTRAL CORRALES – CENTRAL SAN ANDRES (HSA)  23KV,HIDROELÉCTRICA LOS CORRALES SPA,23.0,DEDICADO,2023-04-10,-34.738267193736114,-70.39051082657389
TAP ALONSO DE CORDOVA - ALONSO DE CORDOVA 110KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110.0,ZONAL,2019-04-26,-33.406153379499955,-70.57631135999995
TORQUEMADA - MIRAFLORES 110KV,COMPAÑÍA TRANSMISORA DEL NORTE GRANDE S.A.,110.0,ZONAL,2019-04-26,-32.99339849753697,-71.48308371024856
TAP OFF ENLACE - ANTUCOYA 220KV,MINERA ANTUCOYA,220.0,DEDICADO,2019-04-26,-22.659161276050455,-69.73863589236282
CENTRAL ALFALFAL - ALTO MAIPO 110KV,AES ANDES S.A.,110.0,DEDICADO,2019-04-26,-33.519720076864104,-70.22644068954698
LA ERMITA - LOS MAITENES 220KV,ANGLO AMERICAN LOS BRONCES,220.0,DEDICADO,2019-04-26,-33.34165558529613,-70.37080053251321
CENTRAL QUINTERO - SAN LUIS 220KV,TRANSELEC S.A.,220.0,DEDICADO,2019-04-26,-32.85169724269889,-71.38126589079991
CAPRICORNIO - ALTO NORTE 110KV,ENGIE ENERGÍA CHILE S.A.,110.0,DEDICADO,2019-04-26,-23.64158254614213,-70.28560453490174
PURRANQUE - FRUTILLAR 66KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,66.0,ZONAL,2023-04-10,-41.02273348224964,-73.10676937583793
AGUA BUENA - SECCIONADORA RIO MALLECO 220KV,WPD MALLECO SPA,220.0,DEDICADO,2023-04-10,-38.00925056637211,-72.27354215480601
LA ESTRELLA - QUELENTARO 110KV,CGE TRANSMISIÓN S.A.,110.0,ZONAL,2019-04-26,-34.09229300766396,-71.62097282638845
REGULADORA RAPEL - TAP OFF NIHUE 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-26,-34.02824133038183,-71.5500723801159
ALTO BONITO - MOLINOS (ENLASA) 110kV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,110.0,ZONAL,2019-04-26,-41.5146683050813,-73.06905076662703
LOS OLMOS – MULCHEN 220KV,TOLCHÉN TRANSMISIÓN SPA,220.0,ZONAL,2023-04-10,-37.670243027743965,-72.53675457268578
ANCOA - ALTO JAHUEL 500KV L3,ALTO JAHUEL TRANSMISORA DE ENERGÍA S.A.,500.0,NACIONAL,2017-12-20,-34.668423765262936,-70.91448815222967
CANDELARIA - PUENTE NEGRO 220KV,ALFA TRANSMISORA DE ENERGÍA S.A.,220.0,NACIONAL,2017-12-20,-34.36092919474753,-70.74992334005516
CENTRAL GUAYACAN - LA LAJA ENERGIA COYANCO 23KV,ENERGÍA COYANCO S.A.,23.0,DEDICADO,2023-04-10,-33.593749406650474,-70.38964509427562
INCAHUASI - LAS COMPAÑÍAS 110kV,TRANSELEC S.A.,110.0,ZONAL,2019-04-26,-29.535493519416644,-71.18353400162451
LIXIVIACION - BOOSTER 69KV,MINERA ESCONDIDA LTDA.,66.0,DEDICADO,2019-04-25,-24.27435136585817,-69.00561744568714
RIO BONITO - CENTRAL BONITO/FEO 23KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,23.0,DEDICADO,2021-09-05,-40.91440194209893,-72.4049862339766
AIHUAPI - ANTILLANCA 110KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,110.0,DEDICADO,2019-04-26,-40.66196367744327,-72.67022899804516
LAS ENCINAS - PADRE LAS CASAS 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-38.75909037725061,-72.61355757735019
COLBUN - PROCART 220KV,ALFA TRANSMISORA DE ENERGÍA S.A.,220.0,DEDICADO,2019-04-26,-35.691693279796354,-71.4688876702515
TAP ALTAMIRANO - ALTAMIRANO 110KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110.0,ZONAL,2019-04-26,-33.41410328283611,-70.69006268879048
INCA DE ORO - ILLAPA 220 KV,COLBÚN S.A.,220.0,DEDICADO,2023-04-10,-26.59553162283269,-69.95529918503662
TEN GIS – LOS CHANGOS 220KV,TRANSMISORA ELÉCTRICA DEL NORTE S.A.,220.0,NACIONAL,2019-04-26,-23.121364549995956,-70.36245522096443
LA JUNTA - PUYUHUAPI,EDELAYSEN,23.0,S/I,2019-04-26,-44.137771817021,-72.4727094635486
BARRO BLANCO - PICHIL 66KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,66.0,ZONAL,2019-04-25,-40.62884423449378,-73.03395261942848
CHARRUA - CELULOSA SANTA FE 220KV,CMPC PULP SPA.,220.0,S/I,2019-04-26,-37.358171608570366,-72.45323263608095
PLANTA ARAUCO - HORCONES 66KV,CELULOSA ARAUCO Y CONSTITUCIÓN S.A.,66.0,DEDICADO,2021-09-05,-37.21189081379151,-73.21978307577871
VIZCACHAS - PUENTE ALTO 110KV,TRANSMISORA ELÉCTRICA CORDILLERA SPA,110.0,ZONAL,2019-04-26,-33.60062319579795,-70.51768408726154
CARDONES - MEDELLIN 220KV,GENERADORA DEL PACÍFICO SPA,220.0,DEDICADO,2019-04-26,-27.490617470601997,-70.3847316818311
LABERINTO - LOMAS BAYAS 220KV,AES ANDES S.A.,220.0,DEDICADO,2019-04-26,-23.437940138454938,-69.45683881606999
ANDALICAN - LOTA 66KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,66.0,ZONAL,2023-04-10,-37.09801729749995,-73.14664257299998
TAP MINERA VALLE CENTRAL - MINERA VALLE CENTRAL 154KV,MINERA VALLE CENTRAL S.A.,154.0,DEDICADO,2019-04-26,-34.23784644250628,-70.66061666650536
TAP ALTO MELIPILLA - BOLLENAR 110KV,CGE TRANSMISIÓN S.A.,110.0,ZONAL,2019-04-26,-33.63210911005047,-71.23382108473568
COLLAHUASI - QUEBRADA BLANCA 220KV,COMPAÑÍA MINERA TECK QUEBRADA BLANCA S.A.,220.0,DEDICADO,2019-04-26,-20.994834743215804,-68.71383455096493
ABANICO - TAP TRUPAN 154KV,S/I,154.0,DEDICADO,2019-04-26,-37.307534836861954,-71.6795775139232
RANCAGUA - ROSARIO 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-34.25410615532435,-70.77399184453448
PAN DE AZUCAR - DON GOYO 220KV,TRANSELEC S.A.,220.0,NACIONAL,2017-12-20,-30.25546537222909,-71.38308011155515
ESCUADRON - ARENAS BLANCAS 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-36.99148717655599,-73.17195089574771
TAP MACUL - MACUL 110KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110.0,ZONAL,2019-04-26,-33.50462380886561,-70.57442938166322
TAP TALINAY - TALINAY 220KV,PARQUE TALINAY ORIENTE S.A.,220.0,DEDICADO,2019-04-26,-30.86497927855713,-71.6014089368587
DIEGO DE ALMAGRO - POTRERILLOS 110KV,CODELCO CHILE - DIVISIÓN EL SALVADOR,110.0,ZONAL,2019-04-26,-26.372443945385985,-69.75442912668247
MANTILHUE - MOCHO 110KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,110.0,DEDICADO,2019-04-26,-40.63915690562386,-72.32934649473607
TAP ZONA DE CAIDA - ZONA DE CAIDA 220KV,PALMUCHO S.A.,220.0,DEDICADO,2017-12-20,-37.99756235855184,-71.51460970694521
LAS VEGAS - CRISTALERIAS CHILE 110KV,CHILQUINTA TRANSMISIÓN S.A.,110.0,ZONAL,2017-12-20,-32.84512239477589,-70.97991167441064
RIO NEGRO - PURRANQUE 66KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,66.0,ZONAL,2023-04-10,-40.8483943957046,-73.17279939533545
LO PRADO - TAP LO PRADO 110KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110.0,NACIONAL,2019-04-26,-33.45547478874575,-70.90619287425883
CERRILLOS - LOS LOROS 110KV,CGE TRANSMISIÓN S.A.,110.0,ZONAL,2019-04-26,-27.69534568794364,-70.20453688970973
FRONTERA - LAGUNAS 220KV,TRANSELEC S.A.,220.0,NACIONAL,2017-12-20,-21.229215859413216,-69.57153820141127
DOS AMIGOS - MINERA DOS AMIGOS 23KV,TRANSELEC S.A.,23.0,DEDICADO,2023-04-10,-36.74147891999996,-71.82214129999991
SECCIONADORA LO AGUIRRE - ALTO JAHUEL 500KV,TRANSELEC S.A.,500.0,NACIONAL,2019-04-26,-33.601035850787056,-70.81279655898769
CERRO NAVIA (TRANSELEC) - NEPTUNO 220KV,TRANSELEC S.A.,220.0,NACIONAL,2021-09-24,-33.44172110719512,-70.7299800728154
TEMUCO - PADRE LAS CASAS 66KV L1,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-38.74645522818388,-72.57412818193897
SANTA MARTA - PADRE HURTADO 110KV,CGE TRANSMISIÓN S.A.,110.0,ZONAL,2019-04-26,-33.5486023645383,-70.78771103901909
TAP DESALANT - DESALANT 110KV,AGUAS ANTOFAGASTA S.A.,110.0,ZONAL,2019-04-26,-23.540480162972795,-70.38967040063122
PALLATA - ENCUENTRO 220KV,MINERA SPENCE S.A.,220.0,DEDICADO,2023-04-10,-22.37881616141752,-69.48809078152019
MALLOA NUEVA - FUENTECILLA 66 KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2021-09-24,-34.44619769134944,-71.02480448758769
SECCIONADORA LLANO DE LLAMPOS - CERRO NEGRO NORTE 220KV,TECNOCAP S.A.,220.0,DEDICADO,2017-12-20,-27.14587827326133,-70.25309896798618
VICTORIA - LAUTARO 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2023-04-10,-38.437859223729205,-72.41147662559693
NOGALES - LOS VILOS 220KV,TRANSELEC S.A.,220.0,NACIONAL,2019-04-26,-32.333469579478376,-71.37490500619077
QUILLOTA - NOGALES 220KV,TRANSELEC S.A.,220.0,ZONAL,2019-04-26,-32.838823127994736,-71.25285208599814
GALLEGUILLOS - CALDERA 110KV,CGE TRANSMISIÓN S.A.,110.0,ZONAL,2019-04-26,-27.14730768918044,-70.5474170683947
CORONEL - BOCAMINA 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-37.01056924613079,-73.16337459858795
HUALANE - LICANTEN 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-34.99855794316637,-71.90788685769465
MIRAFLORES - MARGA MARGA 110KV L2,CGE TRANSMISIÓN S.A.,110.0,ZONAL,2017-12-20,-33.02912558302605,-71.53575351874763
COPIAPO - HERNAN FUENTES 110KV,CGE TRANSMISIÓN S.A.,110.0,ZONAL,2019-04-26,-27.36801958015249,-70.36201339858906
LOS NOTROS - ANGOSTURA 220KV,ALFA TRANSMISORA DE ENERGÍA S.A.,220.0,DEDICADO,2019-04-26,-37.71024267008644,-71.82554371341995
A10_CHARRUA - ATR8 220KV,S/I,220.0,S/I,2019-04-26,-37.08918454123703,-72.32109875380331
TAP RIO COLORADO - RIO COLORADO 66KV,HIDROELÉCTRICA RÍO COLORADO S.A.,66.0,DEDICADO,2014-11-02,-35.82177507516275,-70.9425711660499
CERRO NAVIA (TRANSELEC) - NUEVA LAMPA 220KV,TRANSELEC S.A.,220.0,NACIONAL,2019-04-26,-33.25691631285953,-70.80634754256103
RIO AZUL - LA JUNTA,EDELAYSEN,23.0,S/I,2019-04-26,-43.544936390167365,-72.34951319814087
MOLINOS (ENLASA) - EL EMPALME 110kV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,110.0,ZONAL,2017-12-20,-41.5508594501675,-73.15027848753415
CENTRAL CONVENTO VIEJO - SECCIONADORA CONVENTO VIEJO 154 KV,SOCIEDAD CONCESIONARIA EMBALSE CONVENTO VIEJO S.A.,154.0,DEDICADO,2023-04-10,-34.766171120739344,-71.12902268944482
CALERA CENTRO - CERRO CALERA 66KV,ALFA TRANSMISORA DE ENERGÍA S.A.,66.0,DEDICADO,2019-04-25,-32.7915672973892,-71.19639647867474
PUNITAQUI - EL SAUCE 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2021-09-10,-30.95422602465557,-71.18434514414787
ENCUENTRO - SIERRA GORDA 220KV,TRANSMISORA MEJILLONES S.A.,220.0,DEDICADO,2017-12-20,-22.609229072028757,-69.48239896672534
COPIHUES - AIHUAPI 110KV,EMPRESA ELÉCTRICA CAPULLO S.A.,110.0,DEDICADO,2019-04-26,-40.74142834920684,-72.50098871554695
ANGOL - DEUCO 66KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,66.0,DEDICADO,2019-04-26,-37.82683632888724,-72.67761149245891
TINGUIRIRICA - SAN FERNANDO 154KV,TRANSELEC S.A.,154.0,ZONAL,2019-04-26,-34.605070308632875,-70.99953647174594
RANCAGUA - R 66KV,FUNDICIÓN TALLERES LTDA.,66.0,ZONAL,2019-04-25,-34.17994312626622,-70.73435165115411
ESPERANZA – RIO ACONCAGUA 110KV,ALFA TRANSMISORA DE ENERGÍA S.A.,110.0,ZONAL,2019-04-26,-32.832823276599925,-70.9978477053878
TEHUELCHE - BAGUALES,EDELAYSEN,23.0,S/I,2019-04-26,-45.60549863603567,-72.09299584023623
CENTRAL CHACAYES - INTERCONEXION MAITENES 110KV,PACIFIC HYDRO CHACAYES S.A.,110.0,DEDICADO,2019-04-26,-34.236980917592675,-70.50382653398606
LOS MAQUIS - POLPAICO 220KV,ALFA TRANSMISORA DE ENERGÍA S.A.,220.0,NACIONAL,2019-04-26,-33.05809392963513,-70.62890276114726
RUCATAYO - TAP PICHIRRAHUE 220KV,TRANSRUCATAYO S.A.,220.0,DEDICADO,2019-04-26,-40.54054032807628,-72.90422741445975
MALLOA NUEVA - MALLOA 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-34.459673111368616,-70.95894854585845
CENTRAL CENIZAS - CARDONES 110KV,ELÉCTRICA CENIZAS S.A.,110.0,DEDICADO,2019-04-26,-27.486135759542886,-70.38861395366732
O'HIGGINS - COLOSO 220KV,MINERA ESCONDIDA LTDA.,220.0,DEDICADO,2019-04-26,-23.765112626924253,-70.3357306513803
CENTRAL EOLICA ALENA - TAP COYANCO 154KV,CGE TRANSMISIÓN S.A.,154.0,ZONAL,2023-04-10,-37.48225537372725,-72.55877937006227
TALCAHUANO - PERALES 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-36.7530467674391,-73.10154093113762
CONCEPCION - ANDALIEN 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-26,-36.80390846449996,-73.03284010899995
PAN DE AZUCAR - VICUÑA 110KV,CGE TRANSMISIÓN S.A.,110.0,ZONAL,2019-04-26,-30.003630479813783,-70.99552843307983
PULLINQUE - LOS LAGOS 66kV,TRANSELEC S.A.,66.0,ZONAL,2017-12-20,-39.724317938617496,-72.52369860011423
CHARRUA - CONCEPCION 220KV,TRANSELEC S.A.,220.0,ZONAL,2017-12-20,-36.948781402584856,-72.67922269612282
TAP CALEU - CALEU 44KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,44.0,ZONAL,2019-04-26,-32.995126112908665,-70.96203157388629
ILLAPA - CARRERA PINTO 220KV L1,TRANSELEC S.A.,220.0,DEDICADO,2019-04-26,-26.79713799991129,-69.90616725163292
MARIA ELENA – KIMAL 220KV,TRANSELEC S.A.,220.0,NACIONAL,2023-04-10,-22.276512854465565,-69.54799559527008
LOS PEUMOS - TEMUCO 220KV,TRANSELEC S.A.,220.0,NACIONAL,2019-04-26,-38.48093287155462,-72.4289412070224
POLPAICO (TRANSELEC) - EL SALTO 220KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,220.0,ZONAL,2019-04-26,-33.220029748835216,-70.67439361496618
CAMPO LINDO - SANTA CLARA 220 KV,COMPAÑIA TRANSMISORA SUR SPA,220.0,DEDICADO,2019-04-26,-37.36269923570524,-72.40327835153046
EJERCITO - GUINDO 66 KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-26,-36.842679721101945,-73.10061190784248
CALAMA - PUERTO SECO SOLAR 23KV,CALAMA SOLAR 2 SPA,23.0,DEDICADO,2023-04-10,-34.931952,-70.37578199999993
CHALLACOLLO - TIQUIMA 220KV,TRANSELEC S.A.,220.0,DEDICADO,2019-04-26,-20.991288264880065,-69.14361763294721
PARRAL - MONTERRICO 154KV,TRANSELEC S.A.,154.0,ZONAL,2019-04-26,-36.3766565730696,-71.90794300313641
VILLA ALEGRE - LINARES NORTE 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2023-04-10,-35.76318380909431,-71.67086236088615
SAN FERNANDO - COLCHAGUA 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-34.59971474193556,-70.98156855428685
EL PAICO - EL MONTE 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-33.70657052420104,-71.01320478427898
TAP MAURO - MAURO 220KV,MLP TRANSMISION S.A.,220.0,DEDICADO,2019-04-26,-31.948442749002663,-70.93010926373489
COLORADO CHICO - OGP1 69KV,MINERA ESCONDIDA LTDA.,66.0,DEDICADO,2019-04-26,-24.418870130612717,-69.08957759854854
CALAMA NUEVA - LASANA 220KV,PLANTA SOLAR SAN PEDRO III SPA,220.0,DEDICADO,2019-04-26,-22.483816444232595,-68.82217815032243
LAGUNAS – NUEVA POZO ALMONTE 220KV,EDELNOR TRANSMISIÓN S.A.,220.0,NACIONAL,2017-12-20,-20.57077200583057,-69.68929435705803
CRUCERO - CHUQUICAMATA 7B 220KV,ENGIE ENERGÍA CHILE S.A.,220.0,DEDICADO,2019-04-26,-22.28806540814027,-69.22826549022427
TAP SANTA ROSA - SANTA ROSA 110KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110.0,ZONAL,2019-04-26,-33.581889209499934,-70.59775028999996
ALTO MELIPILLA - SAN ANTONIO 110KV,CHILQUINTA TRANSMISIÓN S.A.,110.0,ZONAL,2019-04-26,-33.639719335329296,-71.42090226960413
AGUA SANTA - MIRAFLORES 110KV,CHILQUINTA TRANSMISIÓN S.A.,110.0,ZONAL,2019-04-26,-33.05395539131099,-71.54344817269472
LOS ESPINOS - LOS VILOS 220KV,ESPINOS S.A.,220.0,DEDICADO,2019-04-26,-31.91191352446088,-71.46203486395275
EL EMPALME - COLACO 110KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,110.0,ZONAL,2019-04-26,-41.65676819453586,-73.30831849114531
RAPEL - SECCIONADORA ALTO MELIPILLA 220KV,ELETRANS II S.A.,220.0,NACIONAL,2023-04-10,-33.86935571640309,-71.38031666088787
CASABLANCA - LITORAL CENTRAL 66KV,CHILQUINTA TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-26,-33.3499549901533,-71.5010929982646
TAP QUILICURA - QUILICURA 110KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110.0,ZONAL,2019-04-26,-33.371224665940034,-70.69892334279776
REMEHUE - LOS TAMBORES 66KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,66.0,ZONAL,2019-04-25,-40.42876558921029,-73.04630915741748
NOGALES – RIO ACONCAGUA 220KV,TRANSELEC S.A.,220.0,NACIONAL,2019-04-26,-32.7645005260596,-71.1110845755969
ALGARROBAL – MAITENCILLO 220KV,TRANSELEC S.A.,220.0,NACIONAL,2023-04-10,-28.37609551599086,-70.77437793874351
TEN GIS - CENTRAL MEJILLONES CTM3-TV 220KV,ENGIE ENERGÍA CHILE S.A.,220.0,DEDICADO,2023-04-10,-23.090555970237787,-70.41011658871385
TAP OFF LA CRUZ - SE021 66KV,SOCIEDAD QUÍMICA Y MINERA DE CHILE S.A.,66.0,DEDICADO,2017-12-20,-22.249347425313065,-69.65411885617262
VALDIVIA (STS) - LOS LAGOS 66kV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,66.0,ZONAL,2019-04-25,-39.81107262291517,-72.99388901877519
SAN GABRIEL - MULCHEN 220KV C1,TOLCHÉN TRANSMISIÓN SPA,220.0,ZONAL,2021-11-23,-37.675117875938376,-72.39071068932972
ALONSO DE RIBERA - PENCO 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-36.77246804717798,-73.01282397611833
BUIN (CGE)-ESTRUCTURA 103 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-26,-33.773712509897464,-70.74328065804885
CERRO NAVIA - CHENA 110KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110.0,NACIONAL,2016-08-01,-33.4981017017839,-70.73864666358068
TAP LO ESPEJO - BUIN 110KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110.0,ZONAL,2019-04-26,-33.61948708406913,-70.71320298816832
1515_NUEVA PANQUEHUE - TOTORALILLO 110KV,S/I,110.0,ZONAL,2019-04-26,-32.817711095254744,-70.70600657472639
CARRERA PINTO - LA COIPA 220KV,CIA. MINERA MANTOS DE ORO,220.0,DEDICADO,2017-12-20,-26.92613495765019,-69.57917253576099
CENTRAL DIESEL TAMAYA - SALAR 110KV,ENGIE ENERGÍA CHILE S.A.,110.0,DEDICADO,2019-04-26,-22.28266348199164,-69.46415305877801
SALAR - KM6 100KV,CODELCO CHILE - DIVISIÓN CHUQUICAMATA,110.0,DEDICADO,2019-04-26,-22.331768577330337,-68.8780907142822
PELEQUEN - MALLOA NUEVA 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2021-09-24,-34.46451955823006,-70.92555669388375
VENTANAS - TORQUEMADA 110KV,COMPAÑÍA TRANSMISORA DEL NORTE GRANDE S.A.,110.0,ZONAL,2019-04-26,-32.83891701982934,-71.46959429798932
CENTRAL LA SILLA - PAJONALES 23KV,EUROPEAN SOUTHERN OBSERVATORY,23.0,DEDICADO,2023-04-10,-29.16541489139108,-70.8148906952477
SALAR - CALAMA NUEVA 220KV,EMPRESA DE TRANSMISIÓN ELÉCTRICA TRANSEMEL S.A.,220.0,NACIONAL,2019-04-26,-22.387342078539,-68.8784166521209
PROVIDENCIA - LIRCAY 66KV,HIDROELÉCTRICA RÍO LIRCAY S.A.,66.0,DEDICADO,2019-04-25,-35.50355009346174,-71.27858383646044
POLPAICO (TRANSELEC) - LAS TORTOLAS 220KV,ALFA TRANSMISORA DE ENERGÍA S.A.,220.0,DEDICADO,2019-04-26,-33.164241852802924,-70.78321301548914
ESCONDIDA - ESCONDIDA NORTE 69KV,MINERA ESCONDIDA LTDA.,66.0,DEDICADO,2019-04-25,-24.24623880944807,-69.04892726534979
NUEVA CHUQUICAMATA - KIMAL 220KV,ENGIE ENERGÍA CHILE S.A.,220.0,NACIONAL,2023-04-10,-22.287840487166594,-69.21901814172237
TEMUCO - CAUTIN 220KV,TRANSELEC S.A.,220.0,NACIONAL,2019-04-26,-38.713275932379176,-72.54868431442078
MAULE - LINARES 154KV,TRANSELEC S.A.,154.0,ZONAL,2019-04-26,-35.67192920840497,-71.58121048130339
