Exp,Origin,Horizonte,ForecastYear,Mine,Actual,Pred,Naive_Pred,SARIMAX_Pred,Company_Size,Mine_Size,Origin_Prod,Model_Error,Naive_Error,Beats_Naive,MAPE,Is_Pandemic_Target,Is_Recovery_Target,Alpha_Mine
LGB_LogRatio,2011,7,2018,centinela_centinela_sulfuros_,155.4,79.9789751919572,96.6,96.6,1.0,0,96.6,75.4210248080428,58.80000000000001,0,48.5334776851403,0.0,0.0,
LGB_LogRatio,2011,7,2018,michilla,0.0,34.4422920654462,41.6,41.78595492942172,1.0,1,41.6,34.4422920654462,41.6,1,,0.0,0.0,
LGB_LogRatio,2012,1,2013,andacollo,81.10000000000001,99.74568319128058,79.8,79.8,1.0,1,79.8,18.64568319128057,1.3000000000000114,0,22.990977757547213,0.0,0.0,
LGB_LogRatio,2012,1,2013,centinela_centinela_sulfuros_,177.1,207.8000575064147,173.20000000000002,173.20000000000002,1.0,1,173.20000000000002,30.70005750641471,3.8999999999999773,0,17.334871447242232,0.0,0.0,
LGB_LogRatio,2012,1,2013,michilla,38.3,46.687435727229285,37.7,34.939876500169525,1.0,1,37.7,8.387435727229288,0.5999999999999943,0,21.89930942098223,0.0,0.0,
LGB_LogRatio,2012,2,2014,andacollo,71.8,114.21406130271977,79.8,79.8,1.0,1,79.8,42.41406130271977,8.0,0,59.07250795542437,0.0,0.0,
LGB_LogRatio,2012,2,2014,centinela_centinela_sulfuros_,180.7,247.89317398436035,173.20000000000002,173.20000000000002,1.0,1,173.20000000000002,67.19317398436036,7.499999999999972,0,37.18493282374711,0.0,0.0,
LGB_LogRatio,2012,2,2014,michilla,47.00000000000001,40.32924548467423,37.7,33.52164849559515,1.0,1,37.7,6.6707545153257755,9.300000000000004,1,14.193094411478363,0.0,0.0,
LGB_LogRatio,2012,3,2015,andacollo,73.00000000000001,114.19932216484457,79.8,79.8,1.0,1,79.8,41.19932216484456,6.799999999999983,0,56.437426849959294,0.0,0.0,
LGB_LogRatio,2012,3,2015,centinela_centinela_sulfuros_,145.20000000000002,247.86118377555414,173.20000000000002,173.20000000000002,1.0,1,173.20000000000002,102.66118377555412,28.0,0,70.70329412432588,0.0,0.0,
LGB_LogRatio,2012,3,2015,michilla,29.4,31.78391258878291,37.7,32.79292361314603,1.0,1,37.7,2.3839125887829127,8.300000000000004,1,8.108545944549162,0.0,0.0,
LGB_LogRatio,2012,4,2016,andacollo,73.19999999999999,70.86353879747845,79.8,79.8,1.0,1,79.8,2.3364612025215337,6.6000000000000085,1,3.1918868450856093,0.0,0.0,
LGB_LogRatio,2012,4,2016,centinela_centinela_sulfuros_,180.4,153.80407063637517,173.20000000000002,173.20000000000002,1.0,1,173.20000000000002,26.595929363624833,7.199999999999989,0,14.742754554433086,0.0,0.0,
